n,test_r2
2,0.2848592563804868
4,0.6638449997873657
6,0.8006729781555576
8,0.8970846116622495
10,0.9205131551646472
12,0.934284427538725
14,0.9373495502697717
16,0.9281147733914211
17,0.9278589861596654
