center,target_label,plot_label,method,n_features,budget_kind,feature_count,best_test_r2,best_train_r2,min_test_loss,min_train_loss,final_test_r2,final_train_r2,final_test_loss,final_train_loss,best_epoch,full_dnn_r2,ratio_to_full,output_dir
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=9",L1GateDNN,9,,9,0.9395973682403564,0.9459518790245056,0.0626832438052364,0.054048127439577695,0.9348628520965576,0.9425827860832214,0.06759645056657783,0.05741722285109363,143,0.967963695526123,0.9706948438078058,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/BudgetBaselineLocal_20260604_111302/CenterOn_net_actual_interchange_mw/Sweep/n09/L1GateDNN
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=9",NMI,9,,9,0.6973661780357361,0.7484899759292603,0.307711862933452,0.2515100173027038,0.6904582977294922,0.7482904195785522,0.31473557914279776,0.25170957251158477,148,0.967963695526123,0.7204466254870153,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/BudgetBaselineLocal_20260604_111302/CenterOn_net_actual_interchange_mw/Sweep/n09/NMI
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=9",Pearson,9,,9,0.7630340456962585,0.790989100933075,0.24591287433012435,0.20901089985399565,0.7468534708023071,0.7782653570175171,0.26270434286734556,0.22173465262941597,129,0.967963695526123,0.7882878761083308,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/BudgetBaselineLocal_20260604_111302/CenterOn_net_actual_interchange_mw/Sweep/n09/Pearson
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=9",Spearman,9,,9,0.7941582202911377,0.8364228010177612,0.2136136152904872,0.16357717711443903,0.7788470983505249,0.8240446448326111,0.22950280672066833,0.17595535457176792,145,0.967963695526123,0.8204421549709922,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/BudgetBaselineLocal_20260604_111302/CenterOn_net_actual_interchange_mw/Sweep/n09/Spearman
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=9",Lasso,9,,9,0.924821138381958,0.9378479719161987,0.07801733457602425,0.062152033383232795,0.9228417277336121,0.93545001745224,0.0800714703876372,0.06454996785533207,140,0.967963695526123,0.9554295710225831,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/BudgetBaselineLocal_20260604_111302/CenterOn_net_actual_interchange_mw/Sweep/n09/Lasso
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=9",ElasticNet,9,,9,0.9245570302009583,0.9376864433288574,0.07829139460931792,0.06231353691992464,0.9245570302009583,0.9376822113990784,0.07829139460931792,0.06231777135184371,150,0.967963695526123,0.9551567217595163,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/BudgetBaselineLocal_20260604_111302/CenterOn_net_actual_interchange_mw/Sweep/n09/ElasticNet
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=9",RandomForest,9,,9,0.8705075979232788,0.9106770753860474,0.13438155780201905,0.0893229059762003,0.8678971529006958,0.905177652835846,0.13709059573250681,0.0948223197589403,142,0.967963695526123,0.8993184371962697,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/BudgetBaselineLocal_20260604_111302/CenterOn_net_actual_interchange_mw/Sweep/n09/RandomForest
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=9",XGBoost,9,,9,0.8121622800827026,0.8945082426071167,0.19492980680475225,0.10549176106233413,0.8017412424087524,0.8875395655632019,0.20574427234884946,0.11246043497392061,130,0.967963695526123,0.8390420878763054,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/BudgetBaselineLocal_20260604_111302/CenterOn_net_actual_interchange_mw/Sweep/n09/XGBoost
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=11",L1GateDNN,11,,11,0.9470561146736145,0.9558240175247192,0.0549428630854135,0.04417598815029919,0.9448277354240417,0.9537620544433594,0.05725537545630308,0.04623795428621097,147,0.967963695526123,0.9784004493669108,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/BudgetBaselineLocal_20260604_111302/CenterOn_net_actual_interchange_mw/Sweep/n11/L1GateDNN
net_actual_interchange_mw,net_actual_interchange_mw,"net_actual_interchange_mw
n=11",NMI,11,,11,0.8031461238861084,0.8551780581474304,0.20428633024771464,0.1448219445328641,0.8008601069450378,0.8509811162948608,0.20665870950085252,0.14901888383809028,147,0.967963695526123,0.82972752759035,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/BudgetBaselineLocal_20260604_111302/CenterOn_net_actual_interchange_mw/Sweep/n11/NMI
