gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.68334097,0.8094772,0.75854874,0.74221385,1.147818,0.7187523,0.7230586,0.69708353,0.8072733,0.7919937,0.80404186,0.8818697,0.73886186,0.965547,0.67732316,0.76030266,0.70589656,0.7569781,0.6936409,0.75504154,0.67576545,0.7989684,0.7201395,0.90336657,0.9112044,0.69617957,0.6957653,0.75090945,1.0267969,0.7724148,0.70698076,0.7638689,0.7897263,0.7278537,0.7294031,0.6666409
0.47430277,0.6491692,0.5673221,0.56486464,1.075352,0.5504594,0.52930766,0.4840662,0.74679464,0.6348027,0.6191958,0.7122656,0.5550249,0.79476804,0.46514398,0.5892096,0.5254074,0.6012446,0.46437794,0.5379128,0.50610757,0.6951102,0.53568184,0.779591,0.789061,0.50233054,0.49891284,0.5574009,0.86618775,0.625557,0.51249486,0.6778286,0.6723999,0.54262894,0.5920429,0.4876021
0.32196137,0.528655,0.41559526,0.41134402,0.97184646,0.40730077,0.38884598,0.32774746,0.6678674,0.500187,0.48616865,0.5908315,0.4066672,0.6869991,0.3001842,0.4682822,0.3900216,0.44993964,0.30620286,0.37561727,0.38296813,0.5841294,0.3883823,0.67300457,0.65819174,0.3536402,0.34856132,0.42185628,0.7338109,0.5147485,0.3748003,0.6469484,0.57421345,0.38410935,0.4483259,0.3581672
0.22624923,0.4416293,0.29703978,0.29896522,0.8847842,0.28319916,0.29604113,0.2190672,0.6041936,0.40177837,0.38505667,0.49625286,0.2967296,0.601543,0.19069116,0.36826152,0.28737998,0.33389184,0.20109625,0.25933287,0.30240154,0.47271845,0.28921118,0.55929035,0.53540933,0.24129672,0.23684824,0.30887133,0.62044215,0.4363103,0.27779093,0.5997113,0.4770154,0.27606693,0.33808026,0.2686072
0.16064739,0.38778558,0.21629183,0.2168568,0.8093092,0.1949825,0.22688395,0.143803,0.54078376,0.33452183,0.30978996,0.42729065,0.21624358,0.522264,0.116978444,0.31280628,0.21956356,0.22968604,0.13057104,0.18136714,0.23872682,0.3911238,0.2157719,0.46014905,0.43509978,0.16716382,0.16330639,0.24553348,0.5332896,0.37140974,0.2054457,0.5626091,0.38014147,0.19798717,0.25497168,0.20597704
0.11968698,0.35395202,0.16146652,0.15871184,0.73672265,0.13058682,0.1863245,0.093264334,0.49980637,0.28829587,0.2569185,0.37156639,0.16195828,0.44926548,0.06966313,0.26847062,0.16438429,0.16313554,0.084026285,0.125522,0.20242052,0.3079519,0.16920938,0.37642598,0.34529307,0.11371299,0.111739784,0.19907457,0.46308517,0.3323077,0.15058967,0.5263001,0.31273797,0.14605376,0.19098848,0.1629971
0.087146774,0.32926002,0.11825567,0.116003275,0.6720965,0.08397636,0.15359241,0.058698263,0.4519475,0.24997234,0.21724015,0.3314015,0.122583225,0.38735613,0.039904702,0.23294164,0.12173142,0.11371032,0.05283692,0.084991924,0.17451736,0.24638122,0.13211073,0.29890987,0.2693987,0.07749342,0.07599869,0.16889727,0.41661072,0.29821846,0.11434476,0.48943755,0.2554233,0.10838694,0.14266402,0.13666841
0.06082577,0.30895084,0.08572112,0.08502444,0.62068033,0.051368866,0.13500589,0.0358317,0.39944807,0.2174335,0.18350786,0.30125782,0.089430556,0.33113125,0.021825762,0.20837113,0.09114328,0.07502212,0.032558233,0.05736263,0.16206832,0.19476883,0.10486494,0.23417608,0.20782056,0.051960275,0.050753348,0.14731897,0.37757432,0.26397246,0.086656906,0.4624201,0.19986682,0.07553711,0.10489214,0.11084407
0.044276632,0.29390913,0.063794345,0.059029702,0.57512856,0.03044413,0.11777902,0.020964846,0.378828,0.18553899,0.17612684,0.26829982,0.0666309,0.27660176,0.010906695,0.18619505,0.06724365,0.049904946,0.019159604,0.037063014,0.14173529,0.14659537,0.089372315,0.18688414,0.16231151,0.033468634,0.03297677,0.12891765,0.3414305,0.23904186,0.06471303,0.44435853,0.16557176,0.055197917,0.07490289,0.09635142
0.031008257,0.28935078,0.04745763,0.04033293,0.53542393,0.017442435,0.107460134,0.01141436,0.35307953,0.16518536,0.17395714,0.24529979,0.047969684,0.23595859,0.0050899815,0.1696908,0.04862621,0.032154456,0.010311095,0.023323225,0.1303777,0.11585415,0.07795588,0.14144123,0.12519975,0.021464795,0.021467343,0.116450764,0.31013465,0.22720227,0.045239914,0.4161415,0.12869616,0.037728693,0.05613489,0.0825295
0.021010663,0.28514004,0.03226272,0.026839558,0.4992022,0.009345404,0.103396,0.0057969373,0.32796556,0.14747205,0.16127269,0.23014599,0.03341132,0.19912797,0.0021368633,0.15300375,0.033579614,0.019761946,0.005356975,0.01390711,0.12644367,0.090983555,0.06458074,0.107861266,0.094215944,0.012509753,0.012431172,0.10615945,0.28162512,0.20608003,0.030846352,0.39384875,0.098968096,0.025358135,0.041507352,0.073349945
0.013846465,0.27893808,0.02105846,0.016518652,0.46578005,0.004740054,0.10186212,0.0026738232,0.31203657,0.1294299,0.1554313,0.21323682,0.02249106,0.16873035,0.00080535054,0.13866483,0.022897515,0.011490961,0.0024917317,0.007976431,0.11182155,0.06877991,0.059394374,0.08194559,0.071304984,0.0068682334,0.0067969933,0.093526095,0.25879636,0.19684075,0.020235866,0.3780871,0.07774644,0.016627245,0.029429069,0.065571256
0.008762288,0.27781713,0.013073489,0.009883226,0.4435866,0.002260447,0.10283825,0.0011510042,0.29530117,0.11474843,0.14770131,0.19792753,0.014700532,0.14547406,0.00027491103,0.13027418,0.015334365,0.006397216,0.0010603961,0.004392424,0.10680765,0.05264154,0.058031265,0.06173705,0.054545447,0.0033679355,0.0033146907,0.089919604,0.23912948,0.17839259,0.012787752,0.3583081,0.05730904,0.010360759,0.020996092,0.058667377
0.005294533,0.2677856,0.0075250096,0.0055243457,0.42253157,0.0009955479,0.10536044,0.0004463446,0.27908117,0.10309182,0.14834368,0.18628316,0.008864745,0.123769775,8.4047824e-05,0.1184688,0.0096859485,0.003392107,0.0004052649,0.0022560318,0.10217999,0.03960822,0.05664915,0.045818634,0.040393967,0.0015017492,0.0014606991,0.08579165,0.22454542,0.16208592,0.007655752,0.33859232,0.040963363,0.006090241,0.014671304,0.055744495
0.0030525525,0.26324385,0.0040336205,0.0029072198,0.40023685,0.00040935937,0.10336486,0.00015718643,0.26246908,0.09104186,0.14530444,0.1762511,0.0050934535,0.10711435,2.3063087e-05,0.109973125,0.0059388634,0.0016912735,0.00013993456,0.0011005669,0.09672977,0.028330695,0.051020343,0.033809293,0.030433532,0.00060702226,0.00058295665,0.07982586,0.211457,0.15350299,0.004387806,0.32980224,0.02838432,0.0034764893,0.009452893,0.05279535
0.0016874745,0.25660422,0.0020019263,0.0014502137,0.38409978,0.00015591884,0.1060434,5.0320352e-05,0.24615331,0.08271189,0.13765442,0.17026791,0.0027533316,0.095894836,5.6454865e-06,0.10159381,0.0034916063,0.000790914,4.3774744e-05,0.0005044835,0.09254048,0.020118997,0.049836542,0.024229603,0.022521678,0.00022289917,0.00021079661,0.077764094,0.1979464,0.1439174,0.0023749976,0.3132784,0.018782424,0.0018948349,0.0059308023,0.05142214
0.00087960606,0.24925587,0.000928594,0.00067559554,0.36720347,5.4702654e-05,0.10858688,1.4548874e-05,0.23438674,0.07491684,0.13237873,0.16323939,0.0013973821,0.084535345,1.2246903e-06,0.09521123,0.001963511,0.00034524003,1.2326766e-05,0.0002163593,0.08947857,0.014300176,0.04625551,0.017394919,0.01672647,7.4177435e-05,6.8804555e-05,0.07414356,0.18570355,0.13588817,0.0012136183,0.3023678,0.012345338,0.0009547181,0.003701264,0.04670498
0.00043594142,0.24418715,0.00039913523,0.00029418917,0.35061923,1.757979e-05,0.1058386,3.7897569e-06,0.22480667,0.067181736,0.125292,0.1585393,0.0006694671,0.073731266,2.3364832e-07,0.08638511,0.001042974,0.00014065794,3.1167363e-06,8.6360866e-05,0.08489975,0.009884766,0.04859025,0.0122294435,0.012136404,2.2343367e-05,2.0280057e-05,0.07430759,0.17698568,0.1277198,0.00059389364,0.29172155,0.008007142,0.0004608357,0.0021437597,0.043474663
0.00020377323,0.23748341,0.00015964475,0.0001193376,0.3365619,5.1543725e-06,0.107205115,8.830918e-07,0.2148886,0.05998339,0.12713207,0.14941588,0.00029956008,0.06531503,3.8838778e-08,0.080878034,0.0005273487,5.3420765e-05,7.030188e-07,3.2002303e-05,0.08249162,0.0066729872,0.047276072,0.008246077,0.008711538,6.0803577e-06,5.388255e-06,0.07232545,0.16743523,0.1217244,0.00027159345,0.28480035,0.004922887,0.00021010141,0.0011493323,0.04165083
8.971901e-05,0.23546684,5.9094276e-05,4.4929657e-05,0.32682598,1.3672548e-06,0.10868481,1.8266527e-07,0.20773551,0.05491257,0.123060025,0.14420186,0.00012518583,0.059638824,5.56844e-09,0.075083345,0.0002516116,1.8669578e-05,1.40325e-07,1.0938451e-05,0.0806413,0.0042302487,0.04654894,0.005467272,0.00615297,1.4859203e-06,1.2824453e-06,0.0720531,0.15804471,0.11328419,0.0001166114,0.27524418,0.0029420315,8.991785e-05,0.0005781514,0.040919334
3.697371e-05,0.22850303,2.0154497e-05,1.5656577e-05,0.31918043,3.2587454e-07,0.10647054,3.324685e-08,0.19795285,0.050454427,0.12224241,0.13811202,4.862888e-05,0.054272823,6.8093126e-10,0.0702963,0.000113007816,5.997871e-06,2.4570777e-08,3.430358e-06,0.07970736,0.0025831526,0.04634497,0.003297173,0.003973713,3.238273e-07,2.7159263e-07,0.069475815,0.14955974,0.10835764,4.663129e-05,0.2689295,0.0016775636,3.604353e-05,0.00027033387,0.039948266
1.4203203e-05,0.22307827,6.3050293e-06,5.0108597e-06,0.30671036,6.923969e-08,0.10609551,5.274085e-09,0.18854733,0.047699194,0.11291349,0.13908292,1.750482e-05,0.049603466,7.0151156e-11,0.06564609,4.7612797e-05,1.7584001e-06,3.7374956e-09,9.810035e-07,0.07815657,0.0014870777,0.046047527,0.0019038435,0.0025076459,6.2423894e-08,5.0754508e-08,0.0661227,0.14034753,0.10246746,1.7390694e-05,0.2543562,0.0009096852,1.3466125e-05,0.00011694875,0.038337506
5.0631133e-06,0.2221464,1.8000671e-06,1.4656913e-06,0.29572958,1.3003048e-08,0.099230595,7.2156753e-10,0.18302077,0.0447019,0.11304335,0.1328697,5.8064957e-06,0.04383721,6.0071024e-12,0.060943455,1.8739733e-05,4.6816348e-07,4.885733e-10,2.5409759e-07,0.075000845,0.00081554335,0.04627808,0.0010357192,0.0014659383,1.0548671e-08,8.292794e-09,0.0647372,0.13178137,0.099469945,5.997517e-06,0.24844238,0.0004652521,4.6645478e-06,4.686514e-05,0.037446834
1.6644242e-06,0.2153196,4.653996e-07,3.8923483e-07,0.28784683,2.137964e-09,0.102437995,8.416556e-11,0.17682919,0.04071907,0.10477208,0.12582462,1.7658864e-06,0.0406855,4.2127039e-13,0.056978654,6.8547315e-06,1.12224434e-07,5.4241514e-11,5.9166087e-08,0.074194,0.00042045666,0.04395692,0.00051896484,0.00079278904,1.5469245e-09,1.1725446e-09,0.06733375,0.12813775,0.09362466,1.9028411e-06,0.23952374,0.000224154,1.4889755e-06,1.736698e-05,0.03814654
5.0181285e-07,0.21265066,1.0824314e-07,9.3178755e-08,0.2776221,3.0461778e-10,0.09980785,8.265071e-12,0.16994655,0.038659208,0.10599555,0.12447761,4.891511e-07,0.037098777,2.3803938e-14,0.05393887,2.3184482e-06,2.405584e-08,5.0485007e-12,1.2285953e-08,0.07085414,0.00020359375,0.04251523,0.0002465691,0.00040648258,1.9470624e-10,1.4186176e-10,0.06480803,0.1207342,0.09010402,5.518966e-07,0.2364684,0.000100039186,4.3537193e-07,5.9173367e-06,0.039136536
1.378392e-07,0.21353792,2.2459158e-08,1.9947999e-08,0.27166712,3.7189887e-11,0.09429311,6.739375e-13,0.16540818,0.036707636,0.10101377,0.12292688,1.2258221e-07,0.035305545,1.0644862e-15,0.05052188,7.2090006e-07,4.569208e-09,3.883838e-13,2.2551783e-09,0.06872693,9.257146e-05,0.045374826,0.000108705884,0.00019358505,2.0782114e-11,1.4506167e-11,0.06453422,0.11507483,0.08326422,1.4539788e-07,0.22816409,4.173295e-05,1.1579516e-07,1.8495873e-06,0.03639248
3.425111e-08,0.20610654,4.1211448e-09,3.7863024e-09,0.26378414,3.8430964e-12,0.09118607,4.4944822e-14,0.16140683,0.034796514,0.09863501,0.117308,2.7580956e-08,0.031688787,3.6935487e-17,0.0475763,2.0479733e-07,7.620014e-10,2.4314743e-14,3.6244047e-10,0.067725785,3.9325223e-05,0.04276701,4.4752556e-05,8.657649e-05,1.8563725e-12,1.2368784e-12,0.06651053,0.1075624,0.080948345,3.4537173e-08,0.21952836,1.608773e-05,2.7804983e-08,5.272106e-07,0.035967715
7.640528e-09,0.20531307,6.6239925e-10,6.312654e-10,0.25750992,3.3166062e-13,0.09197466,2.4110577e-15,0.15480177,0.03311548,0.09564588,0.11764832,5.5263736e-09,0.030017093,9.728822e-19,0.04501133,5.278919e-08,1.10438714e-10,1.2177489e-15,5.0471516e-11,0.06658499,1.5677191e-05,0.04432855,1.7072465e-05,3.571249e-05,1.3678125e-13,8.664876e-14,0.064387105,0.102863215,0.0760203,7.338285e-09,0.21708776,5.7704888e-06,5.9773995e-09,1.3636586e-07,0.03296587
