gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw
1.5174145e-09,0.19957806,9.229401e-11,9.150929e-11,0.2493971,2.3554756e-14,0.092938505,1.0215526e-16,0.14940833,0.031765703,0.09544981,0.110117696,9.77294e-10,0.027651453,1.898691e-20,0.041750453,1.2255203e-08,1.3757385e-11,4.7879216e-17,6.0210604e-12,0.064685285,5.7902316e-06,0.042122625,6.0406705e-06,1.3706821e-05,8.182469e-15,4.906885e-15,0.06507151,0.100810036,0.07355657,1.3826575e-09,0.21384954,1.9097142e-06,1.1407602e-09,3.1764497e-08,0.033977192
2.6587543e-10,0.19786952,1.1021553e-11,1.140654e-11,0.24505183,1.3546622e-15,0.08882394,3.3502593e-18,0.14792252,0.030351928,0.09530327,0.10954303,1.5104608e-10,0.025286417,2.6724187e-22,0.03955133,2.5418794e-09,1.4552505e-12,1.447465e-18,6.0775186e-13,0.06247812,1.9787003e-06,0.04303867,1.970591e-06,4.881294e-06,3.9054333e-16,2.2064954e-16,0.06238228,0.09406082,0.07118862,2.2886426e-10,0.2050258,5.795244e-07,1.9148139e-10,6.6103216e-09,0.03366634
4.0697355e-11,0.19199648,1.1141515e-12,1.2078676e-12,0.23712447,6.1980385e-17,0.08731767,8.3171725e-20,0.14306036,0.028428936,0.08980398,0.10686943,2.0186469e-11,0.023488227,2.6321947e-24,0.036786422,4.6690396e-10,1.2899675e-13,3.2881557e-20,5.1204907e-14,0.06368558,6.222394e-07,0.040486842,5.895843e-07,1.6025807e-06,1.4589671e-17,7.725217e-18,0.061854098,0.090596415,0.070627555,3.2941483e-11,0.20470665,1.6049158e-07,2.798085e-11,1.2185105e-09,0.03248525
5.38404e-12,0.19025804,9.405723e-14,1.0723031e-13,0.2307326,2.2124292e-18,0.083584264,1.5247985e-21,0.1419251,0.026989931,0.091395624,0.10848567,2.305836e-12,0.022741688,1.7538912e-26,0.034712896,7.523042e-11,9.4442395e-15,5.4712873e-22,3.5479697e-15,0.060298555,1.7904232e-07,0.03936885,1.6085552e-07,4.825775e-07,4.1764985e-19,2.0605825e-19,0.06003508,0.08735056,0.068015836,4.077314e-12,0.19698915,4.026996e-08,3.5205211e-12,1.9707644e-10,0.03155687
6.0845014e-13,0.1863138,6.533465e-15,7.866175e-15,0.22472931,6.0299883e-20,0.08645198,2.0083454e-23,0.13822284,0.026611969,0.0884837,0.103551775,2.2227967e-13,0.020640366,7.6099125e-29,0.033722408,1.0523005e-11,5.620919e-16,6.4813222e-24,1.9891016e-16,0.05994188,4.68311e-08,0.041328125,3.9743163e-08,1.3249388e-07,8.949237e-21,4.087785e-21,0.059126556,0.085243575,0.065537214,4.2874162e-13,0.19527239,9.0880885e-09,3.7682154e-13,2.7678491e-11,0.031554922
5.79924e-14,0.1846712,3.6739662e-16,4.6932274e-16,0.22044188,1.2252594e-21,0.0844912,1.842876e-25,0.13403974,0.026736517,0.09059003,0.099440135,1.7833955e-14,0.019463768,2.0588273e-31,0.03178461,1.263426e-12,2.6725564e-17,5.294801e-26,8.862785e-18,0.05750451,1.1051974e-08,0.03987068,8.821135e-09,3.296166e-08,1.3984815e-22,5.8719625e-23,0.061551675,0.08127943,0.063231245,3.7795938e-14,0.19101053,1.8295377e-09,3.386386e-14,3.3377244e-12,0.030056447
4.5971265e-15,0.18406247,1.6428942e-17,2.2381044e-17,0.21193236,1.8075353e-23,0.085287824,1.1381357e-27,0.1309498,0.025106011,0.08549108,0.09910011,1.1729351e-15,0.01938839,3.3049848e-34,0.029679092,1.2860555e-13,9.958506e-19,2.878042e-28,3.0772287e-19,0.057776865,2.3353723e-09,0.04086131,1.7448303e-09,7.3716526e-09,1.5481646e-24,5.9279806e-25,0.06039455,0.077475056,0.060030892,2.7530917e-15,0.18692943,3.2564498e-10,2.5186349e-15,3.41361e-13,0.030562183
2.9849468e-16,0.18185963,5.728227e-19,8.36891e-19,0.20877254,1.8795147e-25,0.08280585,4.5498944e-30,0.12803452,0.025989909,0.08449263,0.09809408,6.219275e-17,0.017875979,2.972427e-37,0.027736265,1.0949944e-14,2.8471805e-20,9.995744e-31,8.146588e-21,0.058327585,4.380418e-10,0.041566383,3.047839e-10,1.4700937e-09,1.17530345e-26,4.067421e-27,0.05979167,0.076398246,0.057104975,1.6308591e-16,0.18316588,5.075203e-11,1.5261011e-16,2.9213922e-14,0.028914062
1.5611467e-17,0.18016835,1.5238323e-20,2.4024789e-20,0.20491497,1.3326179e-27,0.0812355,1.1263415e-32,0.1287697,0.024993934,0.0818069,0.09641275,2.6103173e-18,0.016903505,1.40056e-40,0.026392622,7.684206e-16,6.10122e-22,2.1181508e-33,1.6052816e-22,0.05677196,7.225463e-11,0.03942791,4.6552408e-11,2.5908983e-10,5.898845e-29,1.8265428e-29,0.06278895,0.075718105,0.058265988,7.720633e-18,0.1823343,6.852814e-12,7.404323e-18,2.06152e-15,0.029038606
6.4566813e-19,0.17608763,3.0193577e-22,5.172475e-22,0.2021494,6.20652e-30,0.07988849,1.6411168e-35,0.12516628,0.024415491,0.08261332,0.09385574,8.4990766e-20,0.01651111,3.2e-44,0.025207411,4.3731864e-17,9.547932e-24,2.5970418e-36,2.2922314e-24,0.056591876,1.0374598e-11,0.03787214,6.1510788e-12,3.995995e-11,1.8778904e-31,5.1433197e-32,0.06176153,0.07502764,0.05491966,2.8654224e-19,0.17621924,7.924636e-13,2.8223772e-19,1.180325e-16,0.027823118
2.0692876e-20,0.17723572,4.3386095e-24,8.137995e-24,0.19628304,1.8200474e-32,0.08071021,1.3269847e-38,0.122770876,0.023176711,0.08264817,0.09387251,2.099406e-21,0.016124478,0.0,0.023656962,1.9828857e-18,1.0600097e-25,1.732239e-39,2.3020978e-26,0.0548186,1.2823158e-12,0.03680963,6.949312e-13,5.3362835e-12,3.6168147e-34,8.6476155e-35,0.059210785,0.07160168,0.055465963,8.162508e-21,0.17423837,7.750253e-14,8.27692e-21,5.386938e-18,0.028905408
5.025071e-22,0.17340592,4.3883442e-26,9.0899265e-26,0.19112764,3.2018236e-35,0.07698108,5.558e-42,0.11972403,0.024805035,0.07863709,0.09271234,3.8383217e-23,0.014913007,0.0,0.02246914,7.024426e-20,8.082316e-28,5.84e-43,1.5725498e-28,0.05396292,1.3479212e-13,0.037040398,6.62783e-14,6.0988866e-13,3.9911173e-37,8.2043116e-38,0.058022507,0.06916348,0.05336312,1.7433343e-22,0.17310132,6.3226906e-15,1.8246476e-22,1.9219548e-19,0.02878741
9.019553e-24,0.16995367,3.0217667e-28,6.978693e-28,0.18666463,3.1956432e-38,0.07592507,1e-45,0.119989865,0.024172056,0.079102494,0.096192524,5.053364e-25,0.014246851,0.0,0.021427851,1.9027085e-21,4.0807503e-30,0.0,7.0357714e-31,0.053743377,1.1891239e-14,0.036491055,5.262448e-15,5.890553e-14,2.36836e-40,4.1115e-41,0.05828247,0.06885779,0.052322395,2.719961e-24,0.1702623,4.238388e-16,2.9469775e-24,5.2464585e-21,0.025721943
1.1639909e-25,0.17118476,1.3642222e-30,3.5510007e-30,0.18452407,1.6954e-41,0.074621566,0.0,0.11646412,0.025806744,0.07627359,0.09463223,4.64618e-27,0.013786503,0.0,0.020144997,3.8478338e-23,1.3091328e-32,0.0,1.9754006e-33,0.0549052,8.6774047e-16,0.036757812,3.4258398e-16,4.7418e-15,7e-44,1e-44,0.056403197,0.06669688,0.051052425,3.011516e-26,0.16711201,2.2963889e-17,3.3885896e-26,1.0699782e-22,0.028240904
1.0472042e-27,0.16629827,3.8693377e-33,1.1491946e-32,0.18148582,4e-45,0.0753728,0.0,0.113935255,0.025255468,0.07443868,0.09189945,2.8823407e-29,0.012261323,0.0,0.01901776,5.65758e-25,2.5456682e-35,0.0,3.3142042e-36,0.05333871,5.1554088e-17,0.038224842,1.7982453e-17,3.1335224e-16,0.0,0.0,0.057836678,0.06548189,0.050564177,2.290658e-28,0.16766098,9.87557e-19,2.6865363e-28,1.587784e-24,0.02659413
6.3443834e-30,0.16378826,6.566375e-36,2.2568121e-35,0.17856519,0.0,0.076474376,0.0,0.11264114,0.024471207,0.07711286,0.08775703,1.1605489e-31,0.0114829745,0.0,0.017588114,5.871934e-27,2.8421203e-38,0.0,3.140173e-39,0.052429784,2.4506578e-18,0.03742723,7.472283e-19,1.6719077e-17,0.0,0.0,0.057007324,0.06305128,0.05096687,1.1540912e-30,0.16413939,3.3043374e-20,1.4166104e-30,1.6646433e-26,0.026868463
2.4890937e-32,0.16520496,6.302364e-39,2.5478518e-38,0.17604713,0.0,0.071038075,0.0,0.11012094,0.024976438,0.07425421,0.08989758,2.9019682e-34,0.0110883275,0.0,0.016317416,4.1619054e-29,1.7104e-41,0.0,1.574e-42,0.05479199,9.1438904e-20,0.038724728,2.4087572e-20,7.0722676e-19,0.0,0.0,0.056203444,0.061868098,0.048872165,3.69559e-33,0.16248962,8.4147644e-22,4.769703e-33,1.1929819e-28,0.025348542
6.049033e-35,0.1641542,3.203e-42,1.5528e-41,0.17233683,0.0,0.072769895,0.0,0.10923606,0.024440706,0.07207737,0.08658309,4.284344e-37,0.010278387,0.0,0.0148594845,1.9407617e-31,6e-45,0.0,0.0,0.052704707,2.6220202e-21,0.038899902,5.8906347e-22,2.3245985e-20,0.0,0.0,0.058437772,0.061898466,0.046619777,7.175112e-36,0.15469426,1.591612e-23,9.78915e-36,5.631105e-31,0.02690705
8.6537086e-38,0.1578505,1e-45,4e-45,0.16988115,0.0,0.071270585,0.0,0.10632531,0.024103347,0.07111351,0.0867069,3.52247e-40,0.009480792,0.0,0.013848555,5.707851e-34,0.0,0.0,0.0,0.05034824,5.6449006e-23,0.0390535,1.0661219e-23,5.806945e-22,0.0,0.0,0.054867677,0.05882835,0.04789459,8.000677e-39,0.15750788,2.1761724e-25,1.1609717e-38,1.6784858e-33,0.025222473
6.8704e-41,0.15712434,0.0,0.0,0.16631703,0.0,0.07030512,0.0,0.105381906,0.024835475,0.06959301,0.08627498,1.5e-43,0.008547673,0.0,0.012856501,1.0088674e-36,0.0,0.0,0.0,0.051616844,8.890709e-25,0.039346132,1.3892167e-25,1.0756902e-23,0.0,0.0,0.056040477,0.058308665,0.046621677,4.81e-42,0.15263602,2.0867341e-27,7.477e-42,3.0111033e-36,0.02484856
2.8e-44,0.15375899,0.0,0.0,0.16269726,0.0,0.06974407,0.0,0.10618961,0.024364885,0.0693368,0.08640879,0.0,0.007833208,0.0,0.0117762135,1.013664e-39,0.0,0.0,0.0,0.051359378,9.952693e-27,0.03971432,1.2638636e-27,1.4378229e-25,0.0,0.0,0.055355597,0.056427926,0.0472009,1e-45,0.15461975,1.3565137e-29,3e-45,3.075774e-39,0.02447924
0.0,0.15265623,0.0,0.0,0.1623187,0.0,0.06768522,0.0,0.10355404,0.024706038,0.069323346,0.08541414,0.0,0.007196407,0.0,0.01079566,5.42e-43,0.0,0.0,0.0,0.052374054,7.6673035e-29,0.037549995,7.75566e-30,1.3451267e-27,0.0,0.0,0.05625423,0.055327002,0.045487564,0.0,0.1537556,5.753725e-32,0.0,1.677e-42,0.024607997
0.0,0.15220523,0.0,0.0,0.16206986,0.0,0.06762608,0.0,0.10255347,0.02507736,0.0674603,0.08511492,0.0,0.0062972233,0.0,0.00968674,0.0,0.0,0.0,0.0,0.050016634,3.9198554e-31,0.036172457,3.087582e-32,8.511623e-30,0.0,0.0,0.055747416,0.05413219,0.046795115,0.0,0.14994386,1.5246939e-34,0.0,0.0,0.024038233
0.0,0.14920722,0.0,0.0,0.15892358,0.0,0.06724065,0.0,0.10109735,0.026420385,0.065763004,0.08675739,0.0,0.00567875,0.0,0.008588214,0.0,0.0,0.0,0.0,0.050911494,1.2763537e-33,0.038597528,7.6294204e-35,3.5051325e-32,0.0,0.0,0.054928858,0.054044474,0.04551903,0.0,0.14721505,2.4018527e-37,0.0,0.0,0.026079992
0.0,0.14684917,0.0,0.0,0.15620798,0.0,0.06815849,0.0,0.10042808,0.02616705,0.06811986,0.084189944,0.0,0.004933902,0.0,0.0076176943,0.0,0.0,0.0,0.0,0.0494989,2.5257737e-36,0.036000863,1.1123268e-37,8.991228e-35,0.0,0.0,0.054939326,0.05347475,0.046155434,0.0,0.14812963,2.12378e-40,0.0,0.0,0.025524994
