area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6947947,0.75497705,0.70651066,0.71557504,0.66786504,0.6423878,0.6620221,0.6858612,0.6983077,1.1057835,0.767693,0.67229295,0.6890531,0.75052184,0.7077625,0.81215775,0.80944014,0.74921644,0.75144213,1.0766103,1.1199106
0.4866847,0.6016413,0.5695701,0.5436053,0.49822643,0.4040872,0.4533426,0.47076744,0.5197526,0.96885735,0.65909636,0.4917013,0.51571894,0.6103963,0.55544674,0.8326266,0.76813895,0.60530007,0.58670366,0.98205924,0.9974921
0.34952667,0.4656607,0.46990997,0.4101866,0.39803982,0.25294366,0.31252274,0.32349154,0.3999254,0.8608252,0.54528487,0.3551283,0.40308475,0.50446814,0.45459998,0.8020999,0.70886457,0.48925656,0.4694474,0.90095246,0.9005887
0.2532572,0.35068786,0.38004372,0.30489042,0.331266,0.15421923,0.21147732,0.21419612,0.30120176,0.7696376,0.45575088,0.25337538,0.32891157,0.41625464,0.37104285,0.74516475,0.65654784,0.4026748,0.38411924,0.83720404,0.8224295
0.18726818,0.25943717,0.31589523,0.22394706,0.28321737,0.092138566,0.13972168,0.13662373,0.22633225,0.6898469,0.36675763,0.17481002,0.27802372,0.34253457,0.30789638,0.6925139,0.61272603,0.3398606,0.3264673,0.7800076,0.75704044
0.13932392,0.19068696,0.2671993,0.16394301,0.24695088,0.052618276,0.08997102,0.08454723,0.16689585,0.61351466,0.29474196,0.118277654,0.24088466,0.28211904,0.25681174,0.64476156,0.58732575,0.29061314,0.27130568,0.72293717,0.6966378
0.103037395,0.1371026,0.22818774,0.117225364,0.21548237,0.028615402,0.055865448,0.050244827,0.120013855,0.55120546,0.23653609,0.0783159,0.2091179,0.22902274,0.21786919,0.6022672,0.5639998,0.25715703,0.23126462,0.681591,0.64754933
0.07667138,0.098221205,0.19733103,0.08189957,0.19178417,0.014688206,0.033200815,0.028036779,0.08422696,0.49246344,0.18724741,0.050481386,0.18724975,0.18622974,0.18748732,0.5659736,0.5362456,0.22262423,0.20528954,0.6391244,0.59809875
0.056080196,0.06906239,0.17337044,0.05661351,0.17222162,0.0071144644,0.018510375,0.015180511,0.058163892,0.44405088,0.14924192,0.031258296,0.16822438,0.15186599,0.16236928,0.5318794,0.52472883,0.19820052,0.18023235,0.60007215,0.55785006
0.040625446,0.047125787,0.1562222,0.037752807,0.15779682,0.0031980698,0.009790182,0.0077118278,0.03885651,0.40080234,0.11815165,0.018664582,0.15412042,0.12365319,0.14391054,0.4964115,0.50811744,0.1757903,0.16256645,0.56437135,0.51988095
0.02850343,0.030984886,0.1385539,0.024321832,0.14537275,0.0013347182,0.0047875736,0.00368107,0.024740944,0.358832,0.09217007,0.010458125,0.14224339,0.10049978,0.12539205,0.47105262,0.47665516,0.16077891,0.1504647,0.53718996,0.48201436
0.019308235,0.01962634,0.124422744,0.015228342,0.13508253,0.000513627,0.0021721802,0.0016491194,0.015331421,0.32521436,0.0718361,0.005538039,0.13197216,0.08180248,0.11044421,0.44419882,0.46679822,0.14581908,0.13861188,0.5072085,0.45245212
0.012514853,0.011694494,0.11385426,0.009076285,0.12515639,0.0001814697,0.0009184871,0.00068643806,0.00899142,0.2997394,0.056829046,0.0027732418,0.12253527,0.06462959,0.09914157,0.42367598,0.44375393,0.13090798,0.12958936,0.48380366,0.42476985
0.007818012,0.0066268947,0.10853618,0.0051956438,0.11829308,5.8456415e-05,0.00035852505,0.0002648156,0.00506561,0.2735522,0.043573156,0.0012827214,0.11585198,0.050961718,0.091709755,0.40060154,0.4285198,0.12112595,0.11880891,0.46179903,0.3932381
0.004635464,0.0035391783,0.09993716,0.0028359059,0.1108619,1.7064945e-05,0.0001283582,9.410878e-05,0.0027177364,0.24917203,0.03298107,0.0005530003,0.108823575,0.039412167,0.08246477,0.3851855,0.41086158,0.11089828,0.11259296,0.44009003,0.37381098
0.00261555,0.0017758567,0.09685438,0.0014739111,0.104041114,4.483939e-06,4.204577e-05,3.0652103e-05,0.0013848093,0.22967523,0.024638275,0.00022046767,0.10239942,0.029717848,0.077005595,0.36756212,0.39378765,0.10498955,0.10399322,0.4212577,0.35289842
0.0014004204,0.00083433633,0.09208111,0.0007258583,0.09726844,1.0523004e-06,1.2528979e-05,9.087863e-06,0.00066675374,0.21210422,0.01930208,8.126125e-05,0.095907465,0.021387547,0.07023575,0.3492045,0.37968954,0.098956265,0.09818402,0.40464413,0.33111992
0.0007112199,0.0003661344,0.087014005,0.00033769975,0.091943204,2.1877578e-07,3.3748531e-06,2.4369538e-06,0.00030271063,0.20008567,0.014528329,2.7473749e-05,0.09084007,0.014949861,0.063433774,0.3384455,0.36469668,0.09141195,0.09461764,0.38861316,0.31202093
0.0003412802,0.0001497879,0.084542975,0.00014771684,0.087722376,3.993753e-08,8.1624694e-07,5.8649255e-07,0.00012900871,0.1845429,0.010729591,8.491068e-06,0.08669179,0.010006941,0.05817705,0.32199112,0.3472411,0.08660441,0.09044401,0.37464812,0.29550716
0.00015412926,5.6849578e-05,0.08543324,6.046435e-05,0.08378135,6.3398105e-09,1.7581259e-07,1.2566869e-07,5.1312956e-05,0.1744436,0.00743492,2.3838415e-06,0.08289168,0.006230922,0.05476745,0.30988893,0.33622283,0.08113744,0.08578117,0.35832602,0.27797878
6.523593e-05,1.9953612e-05,0.08105339,2.3058676e-05,0.078887604,8.6595425e-10,3.343746e-08,2.377089e-08,1.8976192e-05,0.16616161,0.0050857416,6.041559e-07,0.07815078,0.003714657,0.048302207,0.29807705,0.32551524,0.0781117,0.083411545,0.34480777,0.26524654
2.5805131e-05,6.443544e-06,0.080676414,8.150206e-06,0.076544315,1.006043e-10,5.5634777e-09,3.9318073e-09,6.4882297e-06,0.1542773,0.003298398,1.3717444e-07,0.07585329,0.0020950474,0.04411634,0.28405878,0.31461486,0.07501722,0.080984145,0.33247876,0.25564912
9.487119e-06,1.9024258e-06,0.08029525,2.6546857e-06,0.07319489,9.816215e-12,8.015549e-10,5.628677e-10,2.0387995e-06,0.14590172,0.0019512393,2.7677316e-08,0.072590314,0.0011082276,0.03975744,0.27511352,0.304394,0.07050234,0.07606515,0.32523635,0.2431107
