field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
area_1_load_actual_mw,0.6879480166704202,0.5455624834205958,0.38816925519107826,0.1373499687178015,0.6158676300131564,0.19473652642936137,1,1,1,1,1,1,6,1
reserve_spin_r3_mw,0.4399350170493564,0.35455031771709405,0.2331286686710328,0.056152063363777115,0.3547642530671081,0.05006061671098784,1,1,1,1,1,1,6,1
area_2_fuel_natural_gas_mw,0.5603420061477454,0.45186803998477526,0.3204429578319758,0.11909518944732089,0.4964649826553675,0.10692189419533002,1,1,1,1,1,1,6,1
area_2_fuel_coal_mw,0.5157393369595068,0.47441404421199906,0.33582033022896396,0.11601740381596001,0.5418916473686065,0.18760972626914454,1,1,1,1,1,1,6,1
area_1_generation_mw,0.6944343721061498,0.5605094955259228,0.39890345172586295,0.13791627765438735,0.6201882733313356,0.1964000803750834,1,1,1,1,1,1,6,1
area_3_fuel_hydro_mw,0.2959187603676583,0.24988560935702056,0.1538994904188182,0.03442084533255698,0.2706024014920255,0.04137478330333795,1,1,1,1,1,1,6,1
area_1_fuel_wind_mw,0.29188244827853993,0.31907876571697785,0.2511321459388098,0.07546377634000706,0.4113584509651117,0.20934583146359528,1,1,1,1,1,1,6,1
area_1_fuel_hydro_mw,0.31335246646880444,0.25172123058787654,0.1718750337786564,0.040491570442025684,0.28051970907606144,0.04124305591857555,1,1,1,1,1,1,6,1
area_2_load_actual_mw,0.648842728056906,0.4944788275843118,0.34505930617351355,0.11367306996913645,0.5807608614695908,0.16216297600876584,1,1,1,1,1,1,6,1
gen_fuel_wind_mw,0.2483986431469699,0.28590691231420856,0.2197668723893467,0.06119674417365973,0.36547050790777197,0.15819844851315648,1,1,1,1,1,1,6,1
gen_fuel_hydro_mw,0.37719149568407534,0.30373130589973113,0.1974623235496345,0.05022285279222674,0.33304968221259285,0.0575549121360844,1,1,1,1,1,1,6,1
area_3_generation_mw,0.451319344207333,0.3691287082259566,0.24392996498249125,0.057561801204731575,0.36398145303694107,0.052625059660625514,1,1,1,1,1,1,6,1
area_2_generation_mw,0.6564466837828856,0.5098300528470859,0.356440220110055,0.1148860981882346,0.5872666282902482,0.16575626654790565,1,1,1,1,1,1,6,1
gen_fuel_coal_mw,0.4121481750715063,0.2326898603477475,0.15223019930341697,0.14200975636438742,0.45682153205782666,0.20377429090595578,1,1,1,1,1,1,6,1
reserve_spin_r2_mw,0.6488428780247387,0.49448055099656824,0.34504345781975143,0.11368285286543603,0.5807605512924778,0.16215132211504715,1,1,1,1,1,1,6,1
reserve_spin_r1_mw,0.6879481564645831,0.5455634873219264,0.38815245119226666,0.13735212630755095,0.615867601788668,0.19472748246073654,1,1,1,1,1,1,6,1
area_3_load_actual_mw,0.4399346041573,0.35455070561883956,0.23313886512604026,0.05616337829526714,0.35476417935706406,0.05006092724556664,1,1,1,1,1,1,6,1
system_load_actual_mw,0.6495966235759638,0.5129953844640575,0.35971085542771386,0.11235216327563084,0.5712163285064159,0.1467679851939104,1,1,1,1,1,1,6,1
area_1_load_day_ahead_mw,0.6879485907403037,0.5455681829980057,0.38823723518671066,0.13741099260554898,0.6158696924654868,0.19480938825689179,1,1,1,1,1,1,6,1
area_2_load_day_ahead_mw,0.6488418833498949,0.4944718161209318,0.34512648040744703,0.11383353865075382,0.5807580869616699,0.1622416780940445,1,1,1,1,1,1,6,1
area_3_load_day_ahead_mw,0.43993438549667724,0.354549898393212,0.23319545473179856,0.05618007070692977,0.3547627554496995,0.05006421067932922,1,1,1,1,1,1,6,1
system_load_day_ahead_mw,0.6513787537660368,0.5147912729153729,0.36118359179589793,0.11360071541596374,0.5731711873604342,0.14838170053292574,1,1,1,1,1,1,6,1
area_2_fuel_hydro_mw,0.342495147586236,0.27174274558875866,0.1762488964035692,0.043537929829535076,0.3039325345690152,0.04941535315620467,1,1,1,1,1,1,6,1
system_generation_mw,0.6588039441174656,0.5286324613286697,0.37157578789394696,0.11411123276020409,0.57880562596675,0.15155164010543065,1,1,1,1,1,1,6,1
system_losses_mw,0.7300876702361199,0.7240284338674288,0.5223211605802901,0.14017292347247692,0.6845100599786067,0.3015411434710387,1,1,1,1,1,1,6,1
reserve_reg_up_mw,0.5048052208368664,0.4717246391606154,0.33191396880098784,0.06668967778944516,0.4657775003578005,0.11029353612970086,1,1,1,1,1,1,6,1
reserve_reg_down_mw,0.441699683745443,0.4196702442121041,0.293987188220138,0.05772266960008358,0.4165531006490647,0.0901400694079488,1,1,1,1,1,1,6,1
area_1_fuel_nuclear_mw,0.07353518291033827,0.22319218772099642,0.16215744940462287,0.1655552171205461,0.25729616848783604,0.11704396117412261,0,1,1,1,1,1,5,1
area_3_fuel_wind_mw,0.2055650100380335,0.2564616407394602,0.19053574485321825,0.04321222585938153,0.3096156036149425,0.11121123727667259,0,1,1,1,1,1,5,1
gen_fuel_nuclear_mw,0.07353518291033827,0.22319218772099642,0.16215744940462287,0.1655552171205461,0.25729616848783604,0.11704396117412261,0,1,1,1,1,1,5,1
area_1_fuel_natural_gas_mw,0.46623633184819235,0.20417316924500198,0.12023411705852925,0.06041031784291204,0.44075053863943414,0.045926503973975095,1,1,0,1,1,1,5,1
area_1_fuel_coal_mw,0.38628995027513735,0.16905798668527655,0.10096091679848236,0.20181715445720316,0.4706338518130432,0.25597991306113677,1,0,0,1,1,1,4,1
gen_fuel_natural_gas_mw,0.2631802957663539,0.09841478315876921,0.06675037518759379,0.051190988577844564,0.26285606097505937,0.057967733850383785,1,0,0,1,1,1,4,1
hour_of_day,0.222917559542221,0.1995773967551384,0.1377022940060224,0.04227791025817001,0.2084555821980054,0.033556454357124024,0,0,1,1,0,1,3,1
month_of_year,0.08150396616180287,0.07438207960934892,0.06839819949970516,0.08071405073764469,0.22498387824370145,0.056036433447340585,0,0,0,1,1,1,3,1
area_3_fuel_coal_mw,0.04557328362016334,0.11526726781001725,0.08192220050769802,0.05374070115777743,0.18652977257403372,0.06045397480623663,0,0,0,1,0,1,2,1
area_3_fuel_natural_gas_mw,0.0012320061813882502,0.10250434593534376,0.0676188546364984,0.03942388087746503,0.21353527861200242,0.0683972485679061,0,0,0,1,0,1,2,1
area_2_fuel_solar_mw,0.1221543128533198,0.09190585037415219,0.05130497002003712,0.023995875853282278,0.12377203565054232,0.010013409791371159,0,0,0,1,0,0,1,1
area_1_fuel_solar_mw,0.027808780706075432,0.04220923202421464,0.00991761271173696,0.024642802575922242,0.07897037416817378,0.006981424035253904,0,0,0,1,0,0,1,1
gen_fuel_solar_mw,0.07988983848905899,0.07761993386820415,0.033767289774548154,0.023613776180961468,0.08632360594916147,0.006213965124838648,0,0,0,1,0,0,1,1
area_3_fuel_solar_mw,0.08158228386278901,0.07850328623369225,0.036357104463964444,0.02754153292792297,0.08506929184215946,0.007028519681863734,0,0,0,1,0,0,1,1
day_of_week,0.057502865325036866,0.054524463063507375,0.05792285393641386,0.005965841479819826,0.07585956261162843,0.00446766697118634,0,0,0,0,0,0,0,0
is_weekend,0.06642542645512449,0.06485809045095293,0.07073560099483443,0.0,0.07940495461917368,0.004093772154095665,0,0,0,0,0,0,0,0
