field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
gen_fuel_solar_mw,0.3797424631290425,0.39823453143271736,0.30105697739340714,0.08336015047750636,0.3966640861156782,0.12857253018645246,1,1,1,1,1,1,6,1
gen_fuel_wind_mw,0.4369201174300553,0.4399188123926311,0.3114651341633406,0.07771015945572668,0.48064331704932595,0.19520907284802766,1,1,1,1,1,1,6,1
area_1_fuel_solar_mw,0.41167091780445053,0.423217679559805,0.31749935509772403,0.08910260462174974,0.41578582752206056,0.13573151764456318,1,1,1,1,1,1,6,1
area_3_fuel_solar_mw,0.37172072832486364,0.39369564861732814,0.2964308213178976,0.08558986893991896,0.3956910246393664,0.12777034840739565,1,1,1,1,1,1,6,1
area_2_fuel_coal_mw,0.5227849895530773,0.5308285885385309,0.392569373805855,0.09791692478778102,0.4924720890040572,0.12233922835041644,1,1,1,1,1,1,6,1
area_2_fuel_natural_gas_mw,0.6349359472724027,0.5692212489283651,0.43591720729914,0.1264130215139347,0.5390083772210839,0.12499049082112598,1,1,1,1,1,1,6,1
system_losses_mw,0.7816004567492588,0.7596904717901654,0.5727173586793397,0.17415661579406175,0.7419624269881975,0.37423014986778713,1,1,1,1,1,1,6,1
area_1_fuel_wind_mw,0.44124368371870976,0.4489117722188853,0.31820737898607476,0.07832487453767752,0.49659832819269684,0.23155778096001442,1,1,1,1,1,1,6,1
area_2_generation_mw,0.5006920925295787,0.3957198018837565,0.29398199099549777,0.0704554157604139,0.4270822911332123,0.08343498924525033,1,1,1,1,1,0,5,1
reserve_spin_r2_mw,0.48707267946712096,0.371635106239915,0.277331044209514,0.06914381294498782,0.41503730289427043,0.07884129563705775,1,1,1,1,1,0,5,1
area_1_generation_mw,0.45630253519200953,0.33860828398913784,0.2566233116558279,0.08229491419009366,0.3846160646648884,0.07750874998460898,1,1,1,1,1,0,5,1
area_2_fuel_solar_mw,0.3306079376666549,0.3768048702872149,0.28151959380727576,0.06956144118143656,0.34095205152411023,0.09599169084916509,0,1,1,1,1,1,5,1
area_2_load_actual_mw,0.4870726167870969,0.37163490922255643,0.27733448273668326,0.06909725401357601,0.4150373743427656,0.078843817916338,1,1,1,1,1,0,5,1
area_3_fuel_wind_mw,0.4030189016890298,0.4138242758505038,0.2872983840953301,0.06007996207214844,0.4370142736383297,0.1520554190360284,1,1,1,0,1,1,5,1
area_2_load_day_ahead_mw,0.4870722298439535,0.37163190162596704,0.2774059766648368,0.06907662320220355,0.4150359129792773,0.07886087855858745,1,1,1,1,1,0,5,1
reserve_spin_r1_mw,0.44764616723290085,0.3210298888848154,0.24451390275968996,0.08290711433929614,0.37823209026958865,0.07623210500646607,1,0,1,1,1,0,4,1
area_1_load_day_ahead_mw,0.4476458008248502,0.32103170907677936,0.24456641715945004,0.08280243308478527,0.37823416986971875,0.07622841865666645,1,0,1,1,1,0,4,1
area_1_load_actual_mw,0.447645866189998,0.3210285169394481,0.2445187803621014,0.08287137307240028,0.3782322879907723,0.07623132754500561,1,0,1,1,1,0,4,1
system_generation_mw,0.44370502462685235,0.31280670165160046,0.23335967983991995,0.07379044486635511,0.3724228338937393,0.05851251921219778,1,0,0,1,1,0,3,1
system_load_day_ahead_mw,0.42958070331583875,0.2916270983758173,0.2188554277138569,0.07335157966531587,0.3617512156771502,0.057009505989336254,1,0,0,1,1,0,3,1
system_load_actual_mw,0.4286772608144813,0.2904111780006096,0.2175527763881941,0.07234954260133082,0.36085363490308975,0.05625983514710821,1,0,0,1,1,0,3,1
hour_of_day,0.29985441344375013,0.26755051197985663,0.16864811099821772,0.08968301005531074,0.3320047476994408,0.10748536233724044,0,0,0,1,0,1,2,1
area_1_fuel_coal_mw,0.24224538131253742,0.09526896841523859,0.09837938514622309,0.11079692969402542,0.3188882701500155,0.13557805512087606,0,0,0,1,0,1,2,1
area_1_fuel_natural_gas_mw,0.4492653473796391,0.011498760506135373,0.0010215107553776888,0.05511504317984403,0.4085763166310845,0.06481479337060812,1,0,0,0,1,0,2,1
gen_fuel_natural_gas_mw,0.41306624732152936,0.31248932576618366,0.23566983491745871,0.07620863150699035,0.31467833253699173,0.04989938413715353,1,0,0,1,0,0,2,1
gen_fuel_coal_mw,0.33598178473640355,0.23940648686260713,0.1979334924569002,0.11275722413934998,0.32840296241024103,0.11160882900204067,0,0,0,1,0,1,2,1
area_1_fuel_nuclear_mw,0.05779851248250641,0.1951502172775169,0.11897961561425548,0.09553762537946663,0.1847982129530383,0.05754143228151895,0,0,0,1,0,0,1,1
gen_fuel_nuclear_mw,0.05779851248250641,0.1951502172775169,0.11897961561425548,0.09553762537946663,0.1847982129530383,0.05754143228151895,0,0,0,1,0,0,1,1
reserve_reg_up_mw,0.3494843158094924,0.30329831409305325,0.21957995766256883,0.06372334354560044,0.2986332890905607,0.04116089375979178,1,0,0,0,0,0,1,1
area_3_fuel_hydro_mw,0.251633533091356,0.2142863741612196,0.14765212152032486,0.027014194625788784,0.23581543672042707,0.03565287423430321,0,0,0,0,0,0,0,0
month_of_year,0.08973071321243173,0.08429865953954375,0.09607952774491484,0.0459521980266421,0.16124327234331218,0.023781965631967102,0,0,0,0,0,0,0,0
day_of_week,0.05353887198124015,0.050341242179667185,0.04568728245899092,0.0076280457516215774,0.07288940887793045,0.005539785413327154,0,0,0,0,0,0,0,0
area_3_load_actual_mw,0.219850776776948,0.11295112893464142,0.07654595914407922,0.039040338466519324,0.20032122951195133,0.030876596121505843,0,0,0,0,0,0,0,0
area_3_generation_mw,0.2400930209387703,0.13576889999608266,0.09227713856928463,0.0409346230324282,0.2117620991557214,0.031755894386123466,0,0,0,0,0,0,0,0
area_3_load_day_ahead_mw,0.2198521919728137,0.11295872812277455,0.07658063357649739,0.039049479568562154,0.2003232093156181,0.030878053471603568,0,0,0,0,0,0,0,0
area_3_fuel_coal_mw,0.12741182316713137,0.11288889052501623,0.10844358256415171,0.05191089078399444,0.14222343086578976,0.02129533078738558,0,0,0,0,0,0,0,0
area_3_fuel_natural_gas_mw,0.1726762160016355,0.11255084259132742,0.09908593491300777,0.04134918843736045,0.16344909486343734,0.02746832002801422,0,0,0,0,0,0,0,0
area_1_fuel_hydro_mw,0.13210210144039486,0.07959146691246569,0.07506834716725073,0.02138154510372947,0.11901326596743146,0.006915158580163411,0,0,0,0,0,0,0,0
