field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
area_3_fuel_natural_gas_mw,0.2691378138849667,0.32331376147943464,0.20114225818071213,0.05811440485300963,0.3322748391055242,0.109161209376195,1,1,1,1,1,1,6,1
area_3_net_export_mw,0.2523334885584712,0.2948512806233878,0.208152076038019,0.05708893278130102,0.35017112422422925,0.12051858269990837,1,1,1,1,1,1,6,1
area_1_fuel_coal_mw,0.19576924547705402,0.30051132345640363,0.19710575035323372,0.1293695931064281,0.39427812641136734,0.20594646426945604,1,1,1,1,1,1,6,1
hour_of_day,0.20003006113753988,0.20016164941210415,0.1375837472350738,0.058356158646244764,0.20508212876175208,0.05511934489988734,1,1,1,1,1,1,6,1
gen_fuel_wind_mw,0.6329207029975863,0.5972651938695362,0.42731157869578074,0.10788712211687539,0.6305666938688,0.29426698072581975,1,1,1,1,1,1,6,1
area_1_generation_mw,0.2823058133748181,0.18672463599860017,0.1507783891945973,0.08457766644396529,0.24566511837758015,0.05478014634063484,1,1,1,1,1,1,6,1
gen_fuel_nuclear_mw,0.18929060574341486,0.3990779344503369,0.27650355862284465,0.2186629816608279,0.32137214433030964,0.13424143284287113,1,1,1,1,1,1,6,1
area_3_fuel_wind_mw,0.553600974986986,0.5288674361158863,0.36700427322319124,0.07863383846944512,0.5398032040862644,0.20099633905999392,1,1,1,1,1,1,6,1
reserve_spin_r3_mw,0.281903091442494,0.26955086478717105,0.19444356207933305,0.04429817289460695,0.2549556295660682,0.051681356412724255,1,1,1,1,1,1,6,1
area_3_generation_mw,0.3023485846762189,0.2920859859718402,0.2092376188094047,0.04629933583125235,0.2696085027897444,0.05343489255393517,1,1,1,1,1,1,6,1
reserve_reg_down_mw,0.41807673664985384,0.4278144727718529,0.32202334959913265,0.07671281399619093,0.4090775920118084,0.12089599913764286,1,1,1,1,1,1,6,1
area_1_fuel_nuclear_mw,0.18929060574341486,0.3990779344503369,0.27650355862284465,0.2186629816608279,0.32137214433030964,0.13424143284287113,1,1,1,1,1,1,6,1
