field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
area_2_fuel_solar_mw,0.4617645573217424,0.46436606184565704,0.3462291650642075,0.08801613664165761,0.44217779999922896,0.14772979840351264,1,1,1,1,1,1,6,1
area_1_fuel_wind_mw,0.7155834465407376,0.6715076961989024,0.4699648811343172,0.13513800639798407,0.7111128667010317,0.39334063069812414,1,1,1,1,1,1,6,1
area_1_fuel_solar_mw,0.5050375157631334,0.4928488958809523,0.36557251301099974,0.10633458066543723,0.48634714920105954,0.1839254539956253,1,1,1,1,1,1,6,1
gen_fuel_solar_mw,0.5254385803241033,0.5119780180543739,0.38036089906544085,0.12334783533622536,0.5046140763678462,0.19722065389273766,1,1,1,1,1,1,6,1
gen_fuel_wind_mw,0.7067794321775263,0.6615394618617079,0.4607434450727066,0.1270404321046987,0.6883504257802068,0.3321937782146496,1,1,1,1,1,1,6,1
area_3_fuel_solar_mw,0.5309547395383011,0.5159099565975145,0.38126119039690237,0.12557941942868933,0.5142938380401597,0.20469946614197135,1,1,1,1,1,1,6,1
area_3_fuel_wind_mw,0.6509000112602686,0.6187381539417101,0.42421562265028423,0.10440301099822813,0.6266997021352434,0.2657343529908678,1,1,1,1,1,1,6,1
system_losses_mw,0.5803566989039546,0.5418313241087871,0.4082821410705353,0.09828280461899958,0.5484318050778662,0.2140681176453893,1,1,1,1,1,1,6,1
area_1_fuel_nuclear_mw,0.1731228818186494,0.3238789511199042,0.21207742831847556,0.13716111642210022,0.27020867828399364,0.08934620265476464,0,1,0,1,0,1,3,1
gen_fuel_nuclear_mw,0.1731228818186494,0.3238789511199042,0.21207742831847556,0.13716111642210022,0.27020867828399364,0.08934620265476464,0,1,0,1,0,1,3,1
area_1_fuel_coal_mw,0.2504239461964166,0.28654590828345117,0.15871896069490798,0.05616650661159458,0.3354089908551537,0.11819028927236803,0,0,0,0,1,1,2,1
hour_of_day,0.1470296315292598,0.13000977677068581,0.09189112071884105,0.07726844801047272,0.24973398326011062,0.08717511331030016,0,0,0,1,0,1,2,1
area_3_fuel_coal_mw,0.030093862672745234,0.00018517658743461165,0.024393687154407654,0.08227665279160974,0.19349510590068575,0.07050418055984166,0,0,0,1,0,0,1,1
area_1_fuel_hydro_mw,0.08673894533637873,0.09380994830946274,0.033805389547349796,0.016927920787092796,0.10307498816947568,0.009084467327595637,0,0,0,0,0,0,0,0
area_3_fuel_natural_gas_mw,0.05649694482152171,0.043427281353140015,0.004671171040716208,0.062366139221338004,0.21380850440619178,0.08045661898130463,0,0,0,0,0,0,0,0
area_2_fuel_hydro_mw,0.1299895489969053,0.13170309646707534,0.054199649657593905,0.020179574693552325,0.14214874431748595,0.01704431054776892,0,0,0,0,0,0,0,0
area_2_fuel_natural_gas_mw,0.2589050664513026,0.2771481458499604,0.22188204421821997,0.046574795355720865,0.2525662219506349,0.04200577693604443,0,0,0,0,0,0,0,0
area_2_fuel_coal_mw,0.20794558845981972,0.2281555491094913,0.18435269219634012,0.032688563155513196,0.20111564975789256,0.021061293302380445,0,0,0,0,0,0,0,0
area_3_fuel_hydro_mw,0.015302782855545554,0.029464698179518693,0.010115955036549794,0.013234925216469906,0.087142240008089,0.012860342092129027,0,0,0,0,0,0,0,0
area_1_generation_mw,0.012759652726964268,0.031073401625301273,0.012462231115557778,0.031936476307689435,0.07565113634633946,0.011153068132145762,0,0,0,0,0,0,0,0
area_3_generation_mw,0.07420772955971854,0.11335539498722018,0.057904952476238114,0.026858543692946373,0.14798356816183295,0.0262840447539397,0,0,0,0,0,0,0,0
day_of_week,0.04332837389795058,0.0442828577976001,0.03505733260073527,0.008150991964809602,0.05532121192838151,0.0037802909014563375,0,0,0,0,0,0,0,0
month_of_year,0.002610194274481754,0.011851008653085048,0.029989585921162562,0.01998658245487056,0.06777843698439746,0.006179347842471315,0,0,0,0,0,0,0,0
area_2_generation_mw,0.03269651111043796,0.0269411260544452,0.05473336668334167,0.02596950368257026,0.07185279193114434,0.010253068920802718,0,0,0,0,0,0,0,0
area_1_load_actual_mw,0.026149844037053522,0.0510123993081785,0.0007399093559007624,0.03268370185820229,0.08105104394086787,0.012283621464270615,0,0,0,0,0,0,0,0
area_1_fuel_natural_gas_mw,0.04968816518567778,0.09804762429210052,0.06911055527763882,0.024985433933941304,0.12661856520611106,0.034913887855900695,0,0,0,0,0,0,0,0
area_2_load_actual_mw,0.01754599848971391,0.0030631290676903455,0.038881789089966985,0.026270055493832517,0.06701484306469721,0.0098864383420513,0,0,0,0,0,0,0,0
area_3_load_actual_mw,0.0968930991821271,0.1368563270471153,0.07385743272703219,0.026513222277191856,0.162598207193567,0.0286608632841132,0,0,0,0,0,0,0,0
