field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
area_1_load_actual_mw,0.284488518767995,0.2682748453559807,0.16114350170307526,0.028606848796359313,0.2861602574652979,0.055848788450472614,1,1,1,1,1,1,6,1
area_1_fuel_solar_mw,0.23015868272904944,0.1989842135695392,0.13290456976191461,0.036541550932808,0.22281296664642145,0.03950215564939438,1,1,1,1,1,1,6,1
gen_fuel_nuclear_mw,0.43232689038100214,0.5273364003914637,0.3901238883970981,0.22773936610603998,0.4769566720931478,0.2297459015716857,1,1,1,1,1,1,6,1
gen_fuel_hydro_mw,0.34754611597263146,0.3097482388833117,0.17919770579043742,0.035324993065321025,0.34593765455258435,0.08555540130670379,1,1,1,1,1,1,6,1
area_2_load_actual_mw,0.26149504337921625,0.23373190041991995,0.13085747825590277,0.02697838847120135,0.2703765057382205,0.053249934613514106,1,1,1,1,1,1,6,1
area_1_fuel_coal_mw,0.5490181931062618,0.5859823681526095,0.39619183295171456,0.10185280535379183,0.5713070614901157,0.27148161396753784,1,1,1,1,1,1,6,1
area_1_fuel_nuclear_mw,0.43232689038100214,0.5273364003914637,0.3901238883970981,0.22773936610603998,0.4769566720931478,0.2297459015716857,1,1,1,1,1,1,6,1
area_1_fuel_wind_mw,0.8382031660312858,0.8572557523612178,0.6541081456525516,0.23536281907387596,0.8338359813607596,0.6068774603774679,1,1,1,1,1,1,6,1
area_1_generation_mw,0.27124194396365353,0.24935965040488378,0.1482017177451729,0.027188732598541567,0.2757799380693759,0.0524150519093809,1,1,1,1,1,1,6,1
gen_fuel_coal_mw,0.4717472282118618,0.4822994202329649,0.3050974555700293,0.07827580490508626,0.5029333994453263,0.21775810001120086,1,1,1,1,1,1,6,1
area_2_fuel_hydro_mw,0.3148756002943218,0.26967569653283124,0.15477306254246323,0.03284171021773857,0.3149752685147331,0.07479832420558563,1,1,1,1,1,1,6,1
area_2_fuel_solar_mw,0.2308059924113296,0.19559015307655667,0.14066668942403932,0.036106444514229695,0.23940170702783414,0.04721367818938971,1,1,1,1,1,1,6,1
area_3_fuel_coal_mw,0.5035308182822564,0.484380723131703,0.3727113918294442,0.14729322131595013,0.5039848083619135,0.2375801233322185,1,1,1,1,1,1,6,1
area_3_fuel_natural_gas_mw,0.5239815123420052,0.5258793043858515,0.36282036649301097,0.09643134994214912,0.5457893395521424,0.2504014557549898,1,1,1,1,1,1,6,1
area_3_fuel_hydro_mw,0.27413738165834595,0.2733017986407959,0.1803074053315844,0.029302044583091484,0.29416279791521166,0.06816899012967846,1,1,1,1,1,1,6,1
area_3_fuel_solar_mw,0.2960801816320371,0.24675843680546813,0.16995577832972222,0.0578340148083487,0.2788491499743562,0.06407471174928106,1,1,1,1,1,1,6,1
gen_fuel_natural_gas_mw,0.43214871432420837,0.4334939725908102,0.2760618270555948,0.07593001195674665,0.4774022387502689,0.19699447688580066,1,1,1,1,1,1,6,1
gen_fuel_solar_mw,0.2791937445537827,0.23865690402729384,0.16630181934665617,0.054719138266066926,0.2652369481290217,0.05686565667153825,1,1,1,1,1,1,6,1
system_losses_mw,0.3724437455646505,0.3541093287584602,0.2573336790404821,0.050736655149326314,0.3450858400968617,0.09048743382720818,1,1,1,1,1,1,6,1
reserve_spin_r1_mw,0.2844885003483134,0.2682767525845678,0.1611294742482533,0.028577742171893454,0.2861604842445287,0.05584581130801304,1,1,1,1,1,1,6,1
reserve_reg_down_mw,0.24840091241867487,0.3199377336692894,0.2263264601841396,0.06506564280751229,0.2947464127092241,0.0803321082085167,1,1,1,1,1,1,6,1
reserve_reg_up_mw,0.2838270574083947,0.3428780793559893,0.23304715673077286,0.06595930633496962,0.3177306810061529,0.08467688643965003,1,1,1,1,1,1,6,1
area_3_net_export_mw,0.23367401264952936,0.32424116433560785,0.2345751319120032,0.06170652873443398,0.36686190690841175,0.1314732149711045,1,1,1,1,1,1,6,1
area_2_net_export_mw,0.6743703784409282,0.627634990004666,0.4351755402155677,0.112593092497685,0.6778287346211876,0.3165113227097279,1,1,1,1,1,1,6,1
area_1_net_export_mw,0.553834765212925,0.5344412040181471,0.3678624718060641,0.09593189298453803,0.6150670977903661,0.2907284767670908,1,1,1,1,1,1,6,1
area_1_load_day_ahead_mw,0.28448761342260753,0.2682701686815948,0.16115231112414286,0.028589650834700307,0.2861564093463751,0.05586873430488259,1,1,1,1,1,1,6,1
area_2_load_day_ahead_mw,0.26149665281204804,0.23374196914687417,0.13086248736185804,0.027045130664806804,0.270378992175864,0.05328055101507181,1,1,1,1,1,1,6,1
reserve_spin_r2_mw,0.26149461148880343,0.2337259768671011,0.130853400456575,0.026990729704737513,0.27037668318785896,0.0532460441539454,1,1,1,1,1,1,6,1
area_2_generation_mw,0.24828212711138983,0.21240628043906123,0.11617665468102274,0.02573267475927853,0.25940329244978116,0.05047529530936751,1,1,1,0,1,1,5,1
system_load_actual_mw,0.26573268473232503,0.23918107659279747,0.13349796526977184,0.026198924613457752,0.27859545186883905,0.04926411385605447,1,1,1,0,1,1,5,1
