目标,中文名,方法,定数规则,选中数,占候选比,测试R2,全量R2,候选数,选中字段
net_actual_interchange_mw,净实际交换功率,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,18,0.5454545454545454,0.9045634243585334,0.9019507440038257,33,wind_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|system_energy_price_rt|marginal_loss_price_rt|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,STG,门控值 ≥ 0.5,17,0.5151515151515151,0.9058866115981247,0.9019507440038257,33,wind_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_pct|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|marginal_loss_price_rt|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,33,1.0,0.9019507440038257,0.9019507440038257,33,wind_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_pct|gen_fuel_wind_pct|rmccp|rmpcp|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|system_energy_price_rt|total_lmp_rt|marginal_loss_price_rt|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,8,0.24242424242424243,0.7939690584895314,0.9019507440038257,33,gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|total_pjm_assigned_reg|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,XGBoost,固定阈值 τ=0.02（12 个目标共用）,16,0.48484848484848486,0.9051550887957468,0.9019507440038257,33,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_pct|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|system_energy_price_da|marginal_loss_price_rt|gross_sched_interchange_mw
net_actual_interchange_mw,净实际交换功率,Pearson,固定阈值 τ=0.3（12 个目标共用）,20,0.6060606060606061,0.8918090475474857,0.9019507440038257,33,wind_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_wind_mw|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_wind_pct|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmpcp_cr|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gross_sched_interchange_mw
gross_actual_interchange_mw,总实际交换功率,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,16,0.42105263157894735,0.8774152840743723,0.8665549333724907,38,solar_generation_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|total_pjm_reg_purchases|total_pjm_assigned_reg|da_as_as_req_mw_synchronized_reserve|da_as_ss_mw_primary_reserve|system_energy_price_da|gross_sched_interchange_mw|gross_inadv_interchange_mw
gross_actual_interchange_mw,总实际交换功率,STG,门控值 ≥ 0.5,11,0.2894736842105263,0.8497700606561414,0.8665549333724907,38,solar_generation_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|total_pjm_reg_purchases|da_as_as_req_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|gross_sched_interchange_mw|gross_inadv_interchange_mw
gross_actual_interchange_mw,总实际交换功率,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,38,1.0,0.8665549333724907,0.8665549333724907,38,solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|rmccp|total_pjm_rt_load_mwh|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|system_energy_price_rt|total_lmp_rt|marginal_loss_price_rt|gross_sched_interchange_mw|gross_inadv_interchange_mw
gross_actual_interchange_mw,总实际交换功率,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,14,0.3684210526315789,0.8599437059838863,0.8665549333724907,38,gen_fuel_coal_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|total_pjm_reg_purchases|da_as_mcp_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gross_sched_interchange_mw|gross_inadv_interchange_mw
