rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,46,da_as_total_mw_primary_reserve,da_as_as_mw_primary_reserve,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0000000000006453,1.0,1,1,1,1,1,1,6,1.0000000000006453
2,41,da_as_total_mw_primary_reserve,da_as_as_req_mw_primary_reserve,1.0,0.7168244296487538,0.6941322965731233,0.5774138049526238,0.7324158050285096,0.4113099537257439,1,1,1,1,1,1,6,1.0
3,42,da_as_total_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,1.0,0.6807794593971875,0.6744029006864225,0.5879684145736019,0.7522325216670772,0.433429908134685,1,1,1,1,1,1,6,1.0
4,55,da_as_total_mw_primary_reserve,da_as_nsr_mw_primary_reserve,0.835319081013906,0.6028868403907655,0.7041345371783854,0.4494298574449915,0.6660459236710414,0.07149298156543647,1,1,1,1,1,1,6,0.835319081013906
5,43,da_as_total_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.8051246989100157,0.6675508235432421,0.6647921207055617,0.5881721340925988,0.7596201945132746,0.3908688460261,1,1,1,1,1,1,6,0.8051246989100157
6,44,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,0.6848417942601349,0.3678294673106065,0.3027255929799072,0.20963125638200908,0.48655919162758265,0.10303243431520599,1,1,1,1,1,1,6,0.6848417942601349
7,47,da_as_total_mw_primary_reserve,da_as_as_mw_synchronized_reserve,0.6622683910866166,0.3505588688334086,0.30303252588379853,0.25018787390270375,0.5177134792553383,0.10131288824538881,1,1,1,1,1,1,6,0.6622683910866166
8,45,da_as_total_mw_primary_reserve,da_as_total_mw_thirty_minutes_reserve,0.20695291457044956,0.5406512363900138,0.49357458845573543,0.4107460006343807,0.5193906725596452,0.10904490999725035,1,1,1,1,1,1,6,0.5406512363900138
9,48,da_as_total_mw_primary_reserve,da_as_as_mw_thirty_minutes_reserve,0.19310392725509648,0.5347227470610663,0.4922241590270317,0.37188724546149154,0.4707378046958878,0.11518240935089817,1,1,1,1,1,1,6,0.5347227470610663
10,9,da_as_total_mw_primary_reserve,gen_fuel_nuclear_mw,0.25407030320564056,0.4397529594773179,0.44730004748071595,0.2768466063618392,0.39820835770961244,0.10987453888259474,1,1,1,1,1,1,6,0.44730004748071595
11,64,da_as_total_mw_primary_reserve,net_actual_interchange_mw,0.10141136899968471,-0.37209027702240505,-0.3732741708718895,-0.26468652987216407,0.4174804888859238,0.1166570891566872,1,1,1,1,1,1,6,0.4174804888859238
12,38,da_as_total_mw_primary_reserve,da_as_mcp_primary_reserve,0.3937686065852559,-0.31293151643919964,-0.15352364474023358,-0.21669159848976546,0.20874907172239204,0.17196363093354874,1,1,1,1,1,1,6,0.3937686065852559
13,65,da_as_total_mw_primary_reserve,net_sched_interchange_mw,0.08908235757710595,-0.35026182002496503,-0.3518739179618446,-0.24296317218835511,0.3890150825676334,0.11687241050573159,1,1,1,1,1,1,6,0.3890150825676334
14,6,da_as_total_mw_primary_reserve,gen_fuel_gas_mw,0.09494041804657197,0.33916337693155035,0.31793389042454234,0.1969742939747429,0.3167804948724075,0.12854500369338498,1,1,1,1,1,1,6,0.33916337693155035
15,1,da_as_total_mw_primary_reserve,total_gen,0.09105135562648414,0.3194588930298235,0.3095427125927,0.2260283404947336,0.32708456349098847,0.11749562099335618,1,1,1,1,1,1,6,0.32708456349098847
16,28,da_as_total_mw_primary_reserve,metered_load_mw,0.08153737583726105,0.27146906731991133,0.2775361376866736,0.20072191787244748,0.32517368254035,0.11969502493897985,1,1,1,1,1,1,6,0.32517368254035
17,5,da_as_total_mw_primary_reserve,gen_fuel_coal_mw,0.10323546810642853,0.20342059125829814,0.2282324013411273,0.15848433227876008,0.29584423960826284,0.11954167897343261,1,1,1,1,1,1,6,0.29584423960826284
18,2,da_as_total_mw_primary_reserve,total_losses,0.0605817482043707,0.28853363897668866,0.28250442708291407,0.2027103165665895,0.2716558126990793,0.056765490599731044,1,1,1,1,1,1,6,0.28853363897668866
19,26,da_as_total_mw_primary_reserve,forecast_load_mw_day_ahead,0.07972277754476084,0.23947744442747612,0.2278744837571366,0.1655317751270607,0.2858208095063548,0.12261347884511149,1,1,1,1,1,1,6,0.2858208095063548
20,16,da_as_total_mw_primary_reserve,gen_fuel_gas_pct,0.07647767032083917,0.2098660319072041,0.22210994006716772,0.1615132715633115,0.27473623306961253,0.09249835445077152,1,1,1,1,1,1,6,0.27473623306961253
21,31,da_as_total_mw_primary_reserve,total_pjm_rt_load_mwh,0.0715960827940497,0.23846898787947998,0.24612731956722342,0.17140349777465672,0.2699426937656296,0.11770135340985893,1,1,1,1,1,1,6,0.2699426937656296
22,25,da_as_total_mw_primary_reserve,forecast_load_mw_latest_available,0.08370271251198248,0.24478582083637454,0.25077405932165103,0.16289951910237543,0.25797235215807357,0.11765421424330967,1,1,1,1,1,1,6,0.25797235215807357
23,27,da_as_total_mw_primary_reserve,prelim_load_avg_hourly,0.07040386675810825,0.2511278969541171,0.25000384432195927,0.1611864429898083,0.2562644074297607,0.1300756686503609,1,1,1,1,1,1,6,0.2562644074297607
24,17,da_as_total_mw_primary_reserve,gen_fuel_hydro_pct,0.07917072383499842,-0.13156105678061986,-0.1539819186382832,-0.11304191057863237,0.17981711112771298,0.06014599609020992,1,1,1,1,1,1,6,0.17981711112771298
25,15,da_as_total_mw_primary_reserve,gen_fuel_coal_pct,0.08757118530035349,0.14185076156529275,0.12623747949056865,0.12069508807125888,0.26882925867821317,0.004902289913070748,1,1,1,1,1,0,5,0.26882925867821317
26,68,da_as_total_mw_primary_reserve,gross_sched_interchange_mw,0.02190534844914623,0.25472276877942945,0.22553507391983832,0.19825670878327692,0.26340869454040994,0.10809993481763741,0,1,1,1,1,1,5,0.26340869454040994
27,18,da_as_total_mw_primary_reserve,gen_fuel_multiple_fuels_pct,0.08760704725826823,-0.21924835333347006,-0.22189592740258962,-0.12420736245323642,0.18137026182458935,0.00964823688812884,1,1,1,1,1,0,5,0.22189592740258962
28,37,da_as_total_mw_primary_reserve,total_pjm_rmpcp_cr,0.15952417208196237,0.17127405071634036,0.15022067721151164,0.12903192751158993,0.21698276042725237,0.038715254680994085,1,1,1,1,1,0,5,0.21698276042725237
29,11,da_as_total_mw_primary_reserve,gen_fuel_other_renewables_mw,0.077131201691435,0.16608145570067684,0.14831296423274373,0.14513974678789202,0.2025420526436054,0.04761113645965449,1,1,1,1,1,0,5,0.2025420526436054
