center,method,feature_count,best_test_r2,best_train_r2,min_test_loss,min_train_loss,final_test_r2,final_train_r2,final_test_loss,final_train_loss,best_epoch,output_dir,top_n
total_lmp_da,top12,12,0.9482454657554626,0.9832679033279419,0.04942703891897619,0.016732086947515983,0.9445649981498718,0.9828779101371765,0.05294203354761277,0.01712210199186148,69,NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/total_lmp_da_top12_14_debug/top12,12
total_lmp_da,top13,13,0.9510478973388672,0.9833371043205261,0.046750679643393106,0.01666290759876893,0.9452133178710938,0.9823711514472961,0.05232285719546603,0.01762887161945417,143,NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/total_lmp_da_top12_14_debug/top13,13
total_lmp_da,top14,14,0.9486509561538696,0.9863072633743286,0.04903978427088388,0.013692746642184204,0.9444310069084167,0.9838823676109314,0.053069967325072645,0.01611764419878585,95,NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/total_lmp_da_top12_14_debug/top14,14
