model,seed,best_epoch,elapsed_seconds,validation_r2,validation_rmse,validation_mae,validation_pearson_r,validation_accuracy,validation_balanced_accuracy,validation_roc_auc,test_r2,test_rmse,test_mae,test_pearson_r,test_accuracy,test_balanced_accuracy,test_roc_auc
full_DNN,42,86,0.941849946975708,0.9086947798968715,1.6300477772444608,1.226752020072711,0.9552050428866931,,,,0.9507888880333782,1.4094729908087926,1.0524385150899875,0.9759699434637952,,,
full_DNN,43,137,1.3489811420440674,0.9164575830490678,1.5592151569053359,1.1723509330803736,0.9580042017441646,,,,0.9538553844039778,1.3648523916667354,1.0286903797531388,0.976681462559675,,,
full_DNN,44,201,1.8162329196929932,0.9196667434185513,1.5289744089034547,1.1451272052236918,0.9594394217589729,,,,0.9537479962788685,1.3664396165517403,1.0245437671284159,0.9766002568644333,,,
DGatingDNN,42,185,2.26796817779541,0.9196202151290096,1.5294171288242993,1.1542469521765917,0.9594139963611089,,,,0.9527274028431869,1.3814332356926837,1.0661936524171451,0.9766211841161414,,,
DGatingDNN,43,201,2.333621025085449,0.9210655985775867,1.5156038158130356,1.153522932906583,0.9607893312281818,,,,0.9509014443426813,1.4078601853951738,1.0810484016929687,0.9768486143803037,,,
DGatingDNN,44,201,2.246537923812866,0.9182722399115923,1.5421880310328877,1.1777119714397524,0.9594790204803152,,,,0.9513066020244973,1.4020393727708487,1.0553712169202125,0.9760434416840928,,,
selected_retrain_DNN,42,81,0.9134211540222168,0.9192650438111581,1.5327923951294156,1.1628446770443233,0.9600644005538832,,,,0.9498737611329352,1.422517862541873,1.0752501318870258,0.9755606761574565,,,
selected_retrain_DNN,43,86,0.9498670101165771,0.9115268102051935,1.6045689089206268,1.2076763963549708,0.9556043157146049,,,,0.9462311125646518,1.4732983213720305,1.1179214483022157,0.9727565192173686,,,
selected_retrain_DNN,44,73,0.828026294708252,0.9168908082313856,1.5551670978737457,1.1691134075847789,0.9581170427769282,,,,0.951003090214667,1.4064021250147465,1.0635199388683436,0.9752154836503661,,,
