field,gate_seed_42,gate_seed_43,gate_seed_44,gate_mean,gate_std,selection_frequency,consensus_active
area_1_net_export_mw,0.2935151755809784,0.3153512477874756,0.3125125467777252,0.30712631344795227,0.009694055654108524,3,1
area_2_net_export_mw,0.22316397726535797,0.22905567288398743,0.25012096762657166,0.23411352932453156,0.011571698822081089,3,1
area_3_net_export_mw,0.22425587475299835,0.23108573257923126,0.24626325070858002,0.2338682860136032,0.009197394363582134,3,1
gen_fuel_coal_mw,0.0488765724003315,0.029096806421875954,0.05260268226265907,0.04352535307407379,0.01031530275940895,3,1
gen_fuel_natural_gas_mw,0.035664550960063934,0.02407184988260269,0.03509970009326935,0.031612034887075424,0.005336699541658163,3,1
gen_fuel_wind_mw,0.025773786008358,0.017705826088786125,0.009201646782457829,0.01756042055785656,0.006766329053789377,2,1
gen_fuel_solar_mw,0.02094782143831253,5.167516969883934e-10,0.02268579974770546,0.014544540084898472,0.010308988392353058,2,1
reserve_spin_r1_mw,0.0,0.02844727225601673,0.0,0.009482423774898052,0.01341017335653305,1,0
area_2_load_day_ahead_mw,0.0,0.0,0.010159489698708057,0.003386496566236019,0.004789229482412338,1,0
gen_fuel_hydro_mw,0.0015531950630247593,0.002832780359312892,3.5974418347819336e-29,0.001461991691030562,0.0011582744773477316,0,0
area_3_load_day_ahead_mw,5.517115410358375e-12,0.0,0.0,1.8390384701194584e-12,2.6007930618160424e-12,0,0
gen_fuel_nuclear_mw,1.1377340194772658e-15,6.8067681990803455e-15,7.306471002603121e-21,2.648169947284712e-15,2.977029642023247e-15,0,0
system_losses_mw,4.0368789451909426e-19,5.268882225861312e-42,3.803032018511754e-17,1.2811336104093728e-17,1.7833274507175654e-17,0,0
reserve_spin_r3_mw,0.0,2.1413807420998136e-19,1.4137877444345397e-30,7.137936022410996e-20,1.009456516748079e-19,0,0
area_1_load_day_ahead_mw,6.987059075418996e-33,0.0,0.0,2.329019630582668e-33,0.0,0,0
area_1_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_2_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
area_3_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_actual_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_load_day_ahead_mw,0.0,0.0,0.0,0.0,0.0,0,0
system_generation_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_up_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_reg_down_mw,0.0,0.0,0.0,0.0,0.0,0,0
reserve_spin_r2_mw,0.0,0.0,0.0,0.0,0.0,0,0
