n_fields,test_r2,fields
1,0.18779775235804563,area_1_net_export_mw
2,0.495860685077649,area_1_net_export_mw|area_2_net_export_mw
3,0.9722954920099243,area_1_net_export_mw|area_2_net_export_mw|area_3_net_export_mw
5,0.9911919272216492,area_1_net_export_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw
7,0.9905667336054953,area_1_net_export_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw
8,0.9955765687511869,area_1_net_export_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|reserve_spin_r1_mw
12,0.9930240929556481,area_1_net_export_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|reserve_spin_r1_mw|area_2_load_day_ahead_mw|gen_fuel_hydro_mw|area_3_load_day_ahead_mw|gen_fuel_nuclear_mw
24,0.9907185640675953,area_1_net_export_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|reserve_spin_r1_mw|area_2_load_day_ahead_mw|gen_fuel_hydro_mw|area_3_load_day_ahead_mw|gen_fuel_nuclear_mw|system_losses_mw|reserve_spin_r3_mw|area_1_load_day_ahead_mw|area_1_load_actual_mw|area_2_load_actual_mw|area_3_load_actual_mw|system_load_actual_mw|system_load_day_ahead_mw|system_generation_mw|reserve_reg_up_mw|reserve_reg_down_mw|reserve_spin_r2_mw
