epoch,feature_index,feature,effective_group_l2
1,17,forecast_load_mw_day_ahead,1.3865284
1,18,total_pjm_rmccp_cr,1.2690322
1,19,gen_fuel_wind_mw,1.4916077
1,20,da_as_total_mw_synchronized_reserve,1.5894384
1,21,system_energy_price_da,1.4616473
1,22,gen_fuel_multiple_fuels_pct,1.3578842
1,23,gen_fuel_multiple_fuels_mw,1.2005081
1,24,marginal_loss_price_rt,1.343559
1,25,gen_fuel_gas_pct,1.1716144
1,26,marginal_loss_price_da,1.2384334
1,27,total_lmp_rt,1.2486331
1,28,rmccp,1.3716023
1,29,system_energy_price_rt,1.3223287
1,30,rmpcp,1.2656945
1,31,gen_fuel_wind_pct,1.4007854
1,32,gen_fuel_coal_mw,1.1666648
1,33,wind_generation_mw,1.3309817
1,34,gross_inadv_interchange_mw,1.604487
1,35,gen_fuel_oil_mw,1.2259413
1,36,da_as_mcp_primary_reserve,1.1876978
1,37,total_pjm_rt_load_mwh,1.5195446
1,38,metered_load_mw,1.4585314
1,39,forecast_load_mw_latest_available,1.3531253
1,40,prelim_load_avg_hourly,1.6491183
1,41,gross_actual_interchange_mw,1.3791841
1,42,gen_fuel_hydro_mw,0.99035937
1,43,total_pjm_loc_credit,1.3833468
1,44,total_losses,1.6230435
1,45,net_inadv_interchange_mw,1.2739933
1,46,da_as_nsr_mw_primary_reserve,1.3547993
1,47,total_pjm_self_sched_reg,1.360164
1,48,da_as_ss_mw_synchronized_reserve,1.3172535
1,49,da_as_ss_mw_thirty_minutes_reserve,1.1525388
1,50,da_as_ss_mw_primary_reserve,1.2756888
1,51,gen_fuel_solar_mw,1.7018356
1,52,gen_fuel_coal_pct,1.2023667
1,53,congestion_price_rt,1.51299
1,54,da_as_mcp_synchronized_reserve,1.3150657
1,55,congestion_price_da,1.2325232
2,1,da_as_as_mw_thirty_minutes_reserve,1.5784049
2,2,da_as_total_mw_thirty_minutes_reserve,1.2755078
2,3,gross_sched_interchange_mw,2.0624654
2,4,gen_fuel_nuclear_mw,1.5382681
2,5,gen_fuel_gas_mw,2.032072
2,6,da_as_as_req_mw_thirty_minutes_reserve,1.4196814
2,7,da_as_as_req_mw_primary_reserve,1.3070611
2,8,da_as_as_req_mw_synchronized_reserve,1.7077537
2,9,total_pjm_assigned_reg,1.8416638
2,10,da_as_as_mw_primary_reserve,1.5215745
2,11,da_as_total_mw_primary_reserve,1.4510325
2,12,da_as_as_mw_synchronized_reserve,1.3150156
2,13,total_pjm_reg_purchases,1.5727191
2,14,gen_fuel_other_renewables_mw,1.3331032
2,15,total_lmp_da,1.409123
2,16,total_pjm_rmpcp_cr,1.5450646
2,17,forecast_load_mw_day_ahead,1.3284951
2,18,total_pjm_rmccp_cr,1.1277335
2,19,gen_fuel_wind_mw,1.4084778
2,20,da_as_total_mw_synchronized_reserve,1.553218
2,21,system_energy_price_da,1.6493697
2,22,gen_fuel_multiple_fuels_pct,1.3634827
2,23,gen_fuel_multiple_fuels_mw,1.1092591
2,24,marginal_loss_price_rt,1.2737572
2,25,gen_fuel_gas_pct,1.0383945
2,26,marginal_loss_price_da,1.3010983
2,27,total_lmp_rt,1.188941
2,28,rmccp,1.2366167
2,29,system_energy_price_rt,1.23626
2,30,rmpcp,1.1935697
2,31,gen_fuel_wind_pct,1.4061509
2,32,gen_fuel_coal_mw,1.2849692
2,33,wind_generation_mw,1.4240277
2,34,gross_inadv_interchange_mw,1.4967979
2,35,gen_fuel_oil_mw,1.1391523
2,36,da_as_mcp_primary_reserve,1.1306008
2,37,total_pjm_rt_load_mwh,1.4558306
2,38,metered_load_mw,1.3796767
2,39,forecast_load_mw_latest_available,1.2691168
2,40,prelim_load_avg_hourly,1.5517155
2,41,gross_actual_interchange_mw,1.2917727
2,42,gen_fuel_hydro_mw,1.0032315
2,43,total_pjm_loc_credit,1.2705439
2,44,total_losses,1.868065
2,45,net_inadv_interchange_mw,1.1474595
2,46,da_as_nsr_mw_primary_reserve,1.2332585
2,47,total_pjm_self_sched_reg,1.2544314
2,48,da_as_ss_mw_synchronized_reserve,1.290625
2,49,da_as_ss_mw_thirty_minutes_reserve,1.0437584
2,50,da_as_ss_mw_primary_reserve,1.2540127
2,51,gen_fuel_solar_mw,1.6575875
2,52,gen_fuel_coal_pct,1.1596408
2,53,congestion_price_rt,1.4276956
2,54,da_as_mcp_synchronized_reserve,1.3112881
2,55,congestion_price_da,1.0290421
3,1,da_as_as_mw_thirty_minutes_reserve,1.574405
3,2,da_as_total_mw_thirty_minutes_reserve,1.2533022
3,3,gross_sched_interchange_mw,1.9702424
3,4,gen_fuel_nuclear_mw,1.4547832
3,5,gen_fuel_gas_mw,2.22982
3,6,da_as_as_req_mw_thirty_minutes_reserve,1.3531461
3,7,da_as_as_req_mw_primary_reserve,1.243383
3,8,da_as_as_req_mw_synchronized_reserve,1.6686366
3,9,total_pjm_assigned_reg,1.8349317
3,10,da_as_as_mw_primary_reserve,1.4032035
3,11,da_as_total_mw_primary_reserve,1.3648788
3,12,da_as_as_mw_synchronized_reserve,1.3474224
3,13,total_pjm_reg_purchases,1.4703695
3,14,gen_fuel_other_renewables_mw,1.3166486
3,15,total_lmp_da,1.4468372
3,16,total_pjm_rmpcp_cr,1.5266688
3,17,forecast_load_mw_day_ahead,1.2892455
3,18,total_pjm_rmccp_cr,1.0655336
3,19,gen_fuel_wind_mw,1.4154688
3,20,da_as_total_mw_synchronized_reserve,1.4957006
3,21,system_energy_price_da,1.7399406
3,22,gen_fuel_multiple_fuels_pct,1.2947164
3,23,gen_fuel_multiple_fuels_mw,1.0010861
3,24,marginal_loss_price_rt,1.2106507
3,25,gen_fuel_gas_pct,0.9642737
3,26,marginal_loss_price_da,1.3453357
3,27,total_lmp_rt,1.1385938
3,28,rmccp,1.1512411
3,29,system_energy_price_rt,1.1443641
3,30,rmpcp,1.1428964
3,31,gen_fuel_wind_pct,1.4712558
3,32,gen_fuel_coal_mw,1.437189
3,33,wind_generation_mw,1.4538857
3,34,gross_inadv_interchange_mw,1.4570733
3,35,gen_fuel_oil_mw,1.092341
3,36,da_as_mcp_primary_reserve,1.0845022
3,37,total_pjm_rt_load_mwh,1.3927306
3,38,metered_load_mw,1.2951847
3,39,forecast_load_mw_latest_available,1.1661757
3,40,prelim_load_avg_hourly,1.4682918
3,41,gross_actual_interchange_mw,1.2675445
3,42,gen_fuel_hydro_mw,1.0525825
3,43,total_pjm_loc_credit,1.1872023
3,44,total_losses,1.94948
3,45,net_inadv_interchange_mw,1.0797412
3,46,da_as_nsr_mw_primary_reserve,1.154451
3,47,total_pjm_self_sched_reg,1.1530405
3,48,da_as_ss_mw_synchronized_reserve,1.2195511
3,49,da_as_ss_mw_thirty_minutes_reserve,0.982096
3,50,da_as_ss_mw_primary_reserve,1.2049004
3,51,gen_fuel_solar_mw,1.6658113
3,52,gen_fuel_coal_pct,1.1716243
3,53,congestion_price_rt,1.3400574
3,54,da_as_mcp_synchronized_reserve,1.2789123
3,55,congestion_price_da,0.91742975
4,1,da_as_as_mw_thirty_minutes_reserve,1.5329005
4,2,da_as_total_mw_thirty_minutes_reserve,1.2197931
4,3,gross_sched_interchange_mw,1.9037023
4,4,gen_fuel_nuclear_mw,1.3910497
4,5,gen_fuel_gas_mw,2.3751845
4,6,da_as_as_req_mw_thirty_minutes_reserve,1.3436954
4,7,da_as_as_req_mw_primary_reserve,1.1792442
4,8,da_as_as_req_mw_synchronized_reserve,1.6287664
4,9,total_pjm_assigned_reg,1.828869
4,10,da_as_as_mw_primary_reserve,1.3273779
4,11,da_as_total_mw_primary_reserve,1.3135506
4,12,da_as_as_mw_synchronized_reserve,1.3438046
4,13,total_pjm_reg_purchases,1.3264633
4,14,gen_fuel_other_renewables_mw,1.3723922
4,15,total_lmp_da,1.4333109
4,16,total_pjm_rmpcp_cr,1.464871
4,17,forecast_load_mw_day_ahead,1.2540725
4,18,total_pjm_rmccp_cr,0.99079365
4,19,gen_fuel_wind_mw,1.4079411
4,20,da_as_total_mw_synchronized_reserve,1.473549
4,21,system_energy_price_da,1.7662847
4,22,gen_fuel_multiple_fuels_pct,1.2372627
4,23,gen_fuel_multiple_fuels_mw,0.9296787
4,24,marginal_loss_price_rt,1.1376935
4,25,gen_fuel_gas_pct,0.9026856
4,26,marginal_loss_price_da,1.2928005
4,27,total_lmp_rt,1.0579712
4,28,rmccp,1.0764424
4,29,system_energy_price_rt,1.1186348
4,30,rmpcp,1.0941128
4,31,gen_fuel_wind_pct,1.4725369
4,32,gen_fuel_coal_mw,1.5495954
4,33,wind_generation_mw,1.4310837
4,34,gross_inadv_interchange_mw,1.4177663
4,35,gen_fuel_oil_mw,1.0518175
4,36,da_as_mcp_primary_reserve,1.0414559
4,37,total_pjm_rt_load_mwh,1.3446271
4,38,metered_load_mw,1.2220877
4,39,forecast_load_mw_latest_available,1.0825608
4,40,prelim_load_avg_hourly,1.4490421
4,41,gross_actual_interchange_mw,1.2170253
4,42,gen_fuel_hydro_mw,1.0674498
4,43,total_pjm_loc_credit,1.110661
4,44,total_losses,1.9475576
4,45,net_inadv_interchange_mw,0.9992338
4,46,da_as_nsr_mw_primary_reserve,1.0764356
4,47,total_pjm_self_sched_reg,1.0725796
4,48,da_as_ss_mw_synchronized_reserve,1.1700429
4,49,da_as_ss_mw_thirty_minutes_reserve,0.9432026
4,50,da_as_ss_mw_primary_reserve,1.1725376
4,51,gen_fuel_solar_mw,1.6554573
4,52,gen_fuel_coal_pct,1.2061481
4,53,congestion_price_rt,1.2454673
4,54,da_as_mcp_synchronized_reserve,1.2404623
4,55,congestion_price_da,0.8460286
5,1,da_as_as_mw_thirty_minutes_reserve,1.4942601
5,2,da_as_total_mw_thirty_minutes_reserve,1.1832348
5,3,gross_sched_interchange_mw,1.8410436
5,4,gen_fuel_nuclear_mw,1.3825301
5,5,gen_fuel_gas_mw,2.496643
5,6,da_as_as_req_mw_thirty_minutes_reserve,1.3125645
5,7,da_as_as_req_mw_primary_reserve,1.1036298
5,8,da_as_as_req_mw_synchronized_reserve,1.6186832
5,9,total_pjm_assigned_reg,1.7716731
5,10,da_as_as_mw_primary_reserve,1.2588675
5,11,da_as_total_mw_primary_reserve,1.2797925
5,12,da_as_as_mw_synchronized_reserve,1.3276658
5,13,total_pjm_reg_purchases,1.2080138
5,14,gen_fuel_other_renewables_mw,1.3928927
5,15,total_lmp_da,1.3991983
5,16,total_pjm_rmpcp_cr,1.3919117
5,17,forecast_load_mw_day_ahead,1.2310982
5,18,total_pjm_rmccp_cr,0.9295324
5,19,gen_fuel_wind_mw,1.3820924
5,20,da_as_total_mw_synchronized_reserve,1.4600034
5,21,system_energy_price_da,1.7588146
5,22,gen_fuel_multiple_fuels_pct,1.1971533
5,23,gen_fuel_multiple_fuels_mw,0.8543003
5,24,marginal_loss_price_rt,1.0661969
5,25,gen_fuel_gas_pct,0.8434771
5,26,marginal_loss_price_da,1.2219942
5,27,total_lmp_rt,0.9770587
5,28,rmccp,0.9980828
5,29,system_energy_price_rt,1.086046
5,30,rmpcp,1.0599185
5,31,gen_fuel_wind_pct,1.4646953
5,32,gen_fuel_coal_mw,1.6390896
5,33,wind_generation_mw,1.3888193
5,34,gross_inadv_interchange_mw,1.3835808
5,35,gen_fuel_oil_mw,0.9999447
5,36,da_as_mcp_primary_reserve,1.0073549
5,37,total_pjm_rt_load_mwh,1.3292403
5,38,metered_load_mw,1.201918
5,39,forecast_load_mw_latest_available,1.0372978
5,40,prelim_load_avg_hourly,1.4938574
5,41,gross_actual_interchange_mw,1.1569923
5,42,gen_fuel_hydro_mw,1.0981795
5,43,total_pjm_loc_credit,1.0262922
5,44,total_losses,1.9075915
5,45,net_inadv_interchange_mw,0.9317468
5,46,da_as_nsr_mw_primary_reserve,1.0199724
5,47,total_pjm_self_sched_reg,0.9990748
5,48,da_as_ss_mw_synchronized_reserve,1.1150767
5,49,da_as_ss_mw_thirty_minutes_reserve,0.89972323
5,50,da_as_ss_mw_primary_reserve,1.0999808
5,51,gen_fuel_solar_mw,1.6730462
5,52,gen_fuel_coal_pct,1.2193689
5,53,congestion_price_rt,1.200087
5,54,da_as_mcp_synchronized_reserve,1.2010497
5,55,congestion_price_da,0.7874099
6,1,da_as_as_mw_thirty_minutes_reserve,1.4767672
6,2,da_as_total_mw_thirty_minutes_reserve,1.1524574
6,3,gross_sched_interchange_mw,1.832911
6,4,gen_fuel_nuclear_mw,1.3764068
6,5,gen_fuel_gas_mw,2.6518588
6,6,da_as_as_req_mw_thirty_minutes_reserve,1.2902021
6,7,da_as_as_req_mw_primary_reserve,1.0512195
6,8,da_as_as_req_mw_synchronized_reserve,1.582152
6,9,total_pjm_assigned_reg,1.7051278
6,10,da_as_as_mw_primary_reserve,1.2026045
6,11,da_as_total_mw_primary_reserve,1.2310073
6,12,da_as_as_mw_synchronized_reserve,1.2930292
6,13,total_pjm_reg_purchases,1.096063
6,14,gen_fuel_other_renewables_mw,1.435683
6,15,total_lmp_da,1.3409828
6,16,total_pjm_rmpcp_cr,1.3371699
6,17,forecast_load_mw_day_ahead,1.1974441
6,18,total_pjm_rmccp_cr,0.8890632
6,19,gen_fuel_wind_mw,1.3107839
6,20,da_as_total_mw_synchronized_reserve,1.4089715
6,21,system_energy_price_da,1.6808419
6,22,gen_fuel_multiple_fuels_pct,1.1614752
6,23,gen_fuel_multiple_fuels_mw,0.78283155
6,24,marginal_loss_price_rt,1.0205023
6,25,gen_fuel_gas_pct,0.7915116
6,26,marginal_loss_price_da,1.1492782
6,27,total_lmp_rt,0.90255785
6,28,rmccp,0.9239494
6,29,system_energy_price_rt,1.0488636
6,30,rmpcp,1.0089191
6,31,gen_fuel_wind_pct,1.4521226
6,32,gen_fuel_coal_mw,1.7183921
6,33,wind_generation_mw,1.3320531
6,34,gross_inadv_interchange_mw,1.3726068
6,35,gen_fuel_oil_mw,0.9647261
6,36,da_as_mcp_primary_reserve,0.97437733
6,37,total_pjm_rt_load_mwh,1.3154335
6,38,metered_load_mw,1.1872692
6,39,forecast_load_mw_latest_available,1.0052999
6,40,prelim_load_avg_hourly,1.5441126
6,41,gross_actual_interchange_mw,1.0831469
6,42,gen_fuel_hydro_mw,1.1259851
6,43,total_pjm_loc_credit,0.9637445
6,44,total_losses,1.8548774
6,45,net_inadv_interchange_mw,0.8523899
6,46,da_as_nsr_mw_primary_reserve,0.9706387
6,47,total_pjm_self_sched_reg,0.9364534
6,48,da_as_ss_mw_synchronized_reserve,1.0620801
6,49,da_as_ss_mw_thirty_minutes_reserve,0.84817594
6,50,da_as_ss_mw_primary_reserve,1.0555179
6,51,gen_fuel_solar_mw,1.6418118
6,52,gen_fuel_coal_pct,1.2350911
6,53,congestion_price_rt,1.152926
6,54,da_as_mcp_synchronized_reserve,1.145337
6,55,congestion_price_da,0.71842515
7,1,da_as_as_mw_thirty_minutes_reserve,1.4281188
7,2,da_as_total_mw_thirty_minutes_reserve,1.0964105
7,3,gross_sched_interchange_mw,1.7999883
7,4,gen_fuel_nuclear_mw,1.3930925
7,5,gen_fuel_gas_mw,2.743202
7,6,da_as_as_req_mw_thirty_minutes_reserve,1.2599136
7,7,da_as_as_req_mw_primary_reserve,0.9961993
7,8,da_as_as_req_mw_synchronized_reserve,1.545173
7,9,total_pjm_assigned_reg,1.6313738
7,10,da_as_as_mw_primary_reserve,1.1464776
7,11,da_as_total_mw_primary_reserve,1.1870303
7,12,da_as_as_mw_synchronized_reserve,1.2479229
7,13,total_pjm_reg_purchases,1.0292172
7,14,gen_fuel_other_renewables_mw,1.4292666
7,15,total_lmp_da,1.2647626
7,16,total_pjm_rmpcp_cr,1.2543957
7,17,forecast_load_mw_day_ahead,1.1908041
7,18,total_pjm_rmccp_cr,0.8379958
7,19,gen_fuel_wind_mw,1.2816942
7,20,da_as_total_mw_synchronized_reserve,1.3568058
7,21,system_energy_price_da,1.6183009
7,22,gen_fuel_multiple_fuels_pct,1.107351
7,23,gen_fuel_multiple_fuels_mw,0.73092157
7,24,marginal_loss_price_rt,0.9633481
7,25,gen_fuel_gas_pct,0.72832364
7,26,marginal_loss_price_da,1.0828419
7,27,total_lmp_rt,0.8231407
7,28,rmccp,0.86765534
7,29,system_energy_price_rt,1.0195866
7,30,rmpcp,0.94000095
7,31,gen_fuel_wind_pct,1.4377091
7,32,gen_fuel_coal_mw,1.7751855
7,33,wind_generation_mw,1.2920136
7,34,gross_inadv_interchange_mw,1.3482795
7,35,gen_fuel_oil_mw,0.9280429
7,36,da_as_mcp_primary_reserve,0.9403992
7,37,total_pjm_rt_load_mwh,1.3280284
7,38,metered_load_mw,1.2016622
7,39,forecast_load_mw_latest_available,0.97982717
7,40,prelim_load_avg_hourly,1.6214213
7,41,gross_actual_interchange_mw,1.0338733
7,42,gen_fuel_hydro_mw,1.1440319
7,43,total_pjm_loc_credit,0.8977939
7,44,total_losses,1.7921181
7,45,net_inadv_interchange_mw,0.7923875
7,46,da_as_nsr_mw_primary_reserve,0.90699625
7,47,total_pjm_self_sched_reg,0.8834706
7,48,da_as_ss_mw_synchronized_reserve,0.995832
7,49,da_as_ss_mw_thirty_minutes_reserve,0.80039716
7,50,da_as_ss_mw_primary_reserve,1.0153111
7,51,gen_fuel_solar_mw,1.663277
7,52,gen_fuel_coal_pct,1.2284802
7,53,congestion_price_rt,1.1241661
7,54,da_as_mcp_synchronized_reserve,1.1073081
7,55,congestion_price_da,0.6697254
8,1,da_as_as_mw_thirty_minutes_reserve,1.3701972
8,2,da_as_total_mw_thirty_minutes_reserve,1.0515167
8,3,gross_sched_interchange_mw,1.7694839
8,4,gen_fuel_nuclear_mw,1.4283913
8,5,gen_fuel_gas_mw,2.826576
8,6,da_as_as_req_mw_thirty_minutes_reserve,1.2307048
8,7,da_as_as_req_mw_primary_reserve,0.95489913
8,8,da_as_as_req_mw_synchronized_reserve,1.5017664
8,9,total_pjm_assigned_reg,1.5790708
8,10,da_as_as_mw_primary_reserve,1.0857788
8,11,da_as_total_mw_primary_reserve,1.155078
8,12,da_as_as_mw_synchronized_reserve,1.19996
8,13,total_pjm_reg_purchases,0.9754847
8,14,gen_fuel_other_renewables_mw,1.3850836
8,15,total_lmp_da,1.1970686
8,16,total_pjm_rmpcp_cr,1.2085091
8,17,forecast_load_mw_day_ahead,1.1859206
8,18,total_pjm_rmccp_cr,0.7871076
8,19,gen_fuel_wind_mw,1.2371362
8,20,da_as_total_mw_synchronized_reserve,1.3106579
8,21,system_energy_price_da,1.5272408
8,22,gen_fuel_multiple_fuels_pct,1.0506961
8,23,gen_fuel_multiple_fuels_mw,0.6780206
8,24,marginal_loss_price_rt,0.9133142
8,25,gen_fuel_gas_pct,0.6759921
8,26,marginal_loss_price_da,1.0032141
8,27,total_lmp_rt,0.7710773
8,28,rmccp,0.78540635
8,29,system_energy_price_rt,0.98676246
8,30,rmpcp,0.88730204
8,31,gen_fuel_wind_pct,1.3799059
8,32,gen_fuel_coal_mw,1.8242753
8,33,wind_generation_mw,1.26119
8,34,gross_inadv_interchange_mw,1.3297901
8,35,gen_fuel_oil_mw,0.9036193
8,36,da_as_mcp_primary_reserve,0.9027022
8,37,total_pjm_rt_load_mwh,1.3372158
8,38,metered_load_mw,1.2290689
8,39,forecast_load_mw_latest_available,0.9575611
8,40,prelim_load_avg_hourly,1.7109672
8,41,gross_actual_interchange_mw,0.99826336
8,42,gen_fuel_hydro_mw,1.1387568
8,43,total_pjm_loc_credit,0.84791744
8,44,total_losses,1.7390429
8,45,net_inadv_interchange_mw,0.740379
8,46,da_as_nsr_mw_primary_reserve,0.8697734
8,47,total_pjm_self_sched_reg,0.8395481
8,48,da_as_ss_mw_synchronized_reserve,0.9347752
8,49,da_as_ss_mw_thirty_minutes_reserve,0.7638719
8,50,da_as_ss_mw_primary_reserve,0.96012753
8,51,gen_fuel_solar_mw,1.6807622
8,52,gen_fuel_coal_pct,1.2177103
8,53,congestion_price_rt,1.0816174
8,54,da_as_mcp_synchronized_reserve,1.0723807
8,55,congestion_price_da,0.61671656
9,1,da_as_as_mw_thirty_minutes_reserve,1.3127573
9,2,da_as_total_mw_thirty_minutes_reserve,0.99971044
9,3,gross_sched_interchange_mw,1.7345893
9,4,gen_fuel_nuclear_mw,1.4436224
9,5,gen_fuel_gas_mw,2.8809469
9,6,da_as_as_req_mw_thirty_minutes_reserve,1.2080723
9,7,da_as_as_req_mw_primary_reserve,0.91523707
9,8,da_as_as_req_mw_synchronized_reserve,1.4623489
9,9,total_pjm_assigned_reg,1.518618
9,10,da_as_as_mw_primary_reserve,1.0408299
9,11,da_as_total_mw_primary_reserve,1.1289927
9,12,da_as_as_mw_synchronized_reserve,1.1526873
9,13,total_pjm_reg_purchases,0.91614944
9,14,gen_fuel_other_renewables_mw,1.3430221
9,15,total_lmp_da,1.1401563
9,16,total_pjm_rmpcp_cr,1.1614215
9,17,forecast_load_mw_day_ahead,1.1569622
9,18,total_pjm_rmccp_cr,0.7319055
9,19,gen_fuel_wind_mw,1.2269541
9,20,da_as_total_mw_synchronized_reserve,1.2438174
9,21,system_energy_price_da,1.4412757
9,22,gen_fuel_multiple_fuels_pct,1.0099325
9,23,gen_fuel_multiple_fuels_mw,0.6490693
9,24,marginal_loss_price_rt,0.8928337
9,25,gen_fuel_gas_pct,0.6087829
9,26,marginal_loss_price_da,0.95731413
9,27,total_lmp_rt,0.7386825
9,28,rmccp,0.7599405
9,29,system_energy_price_rt,0.95398563
9,30,rmpcp,0.83031845
9,31,gen_fuel_wind_pct,1.3606219
9,32,gen_fuel_coal_mw,1.838322
9,33,wind_generation_mw,1.2352487
9,34,gross_inadv_interchange_mw,1.3056676
9,35,gen_fuel_oil_mw,0.87029094
9,36,da_as_mcp_primary_reserve,0.8702581
9,37,total_pjm_rt_load_mwh,1.3637818
9,38,metered_load_mw,1.2540945
9,39,forecast_load_mw_latest_available,0.9519156
9,40,prelim_load_avg_hourly,1.7868601
9,41,gross_actual_interchange_mw,0.98201066
9,42,gen_fuel_hydro_mw,1.1370016
9,43,total_pjm_loc_credit,0.7700132
9,44,total_losses,1.6981877
9,45,net_inadv_interchange_mw,0.6878268
9,46,da_as_nsr_mw_primary_reserve,0.8205956
9,47,total_pjm_self_sched_reg,0.8028141
9,48,da_as_ss_mw_synchronized_reserve,0.89314634
9,49,da_as_ss_mw_thirty_minutes_reserve,0.7255734
9,50,da_as_ss_mw_primary_reserve,0.91167414
9,51,gen_fuel_solar_mw,1.6988003
9,52,gen_fuel_coal_pct,1.1902324
9,53,congestion_price_rt,1.0364624
9,54,da_as_mcp_synchronized_reserve,1.0288448
9,55,congestion_price_da,0.57423973
10,1,da_as_as_mw_thirty_minutes_reserve,1.256597
10,2,da_as_total_mw_thirty_minutes_reserve,0.951477
10,3,gross_sched_interchange_mw,1.7020168
10,4,gen_fuel_nuclear_mw,1.4680064
10,5,gen_fuel_gas_mw,2.9293919
10,6,da_as_as_req_mw_thirty_minutes_reserve,1.1746336
10,7,da_as_as_req_mw_primary_reserve,0.8781417
10,8,da_as_as_req_mw_synchronized_reserve,1.4113894
10,9,total_pjm_assigned_reg,1.4697243
10,10,da_as_as_mw_primary_reserve,1.0085075
10,11,da_as_total_mw_primary_reserve,1.089931
10,12,da_as_as_mw_synchronized_reserve,1.1151569
10,13,total_pjm_reg_purchases,0.85504436
10,14,gen_fuel_other_renewables_mw,1.2913257
10,15,total_lmp_da,1.0650933
10,16,total_pjm_rmpcp_cr,1.0938585
10,17,forecast_load_mw_day_ahead,1.1401068
10,18,total_pjm_rmccp_cr,0.711034
10,19,gen_fuel_wind_mw,1.185075
10,20,da_as_total_mw_synchronized_reserve,1.1926076
10,21,system_energy_price_da,1.3612523
10,22,gen_fuel_multiple_fuels_pct,0.97235465
10,23,gen_fuel_multiple_fuels_mw,0.6164974
10,24,marginal_loss_price_rt,0.8491962
10,25,gen_fuel_gas_pct,0.5648687
10,26,marginal_loss_price_da,0.90974253
10,27,total_lmp_rt,0.7035415
10,28,rmccp,0.7139177
10,29,system_energy_price_rt,0.9416821
10,30,rmpcp,0.74957997
10,31,gen_fuel_wind_pct,1.2846997
10,32,gen_fuel_coal_mw,1.8542771
10,33,wind_generation_mw,1.2007701
10,34,gross_inadv_interchange_mw,1.2803043
10,35,gen_fuel_oil_mw,0.8548503
10,36,da_as_mcp_primary_reserve,0.83229965
