total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.41720086,0.013340339,0.19871314,0.61756843,0.7679672,0.2915438,0.0047058905,0.69536805,0.10557149,0.15490149,0.23999971,0.00451383,0.25158048,0.12938167,0.00018676757,0.0009815899,0.14109074,0.9051219,0.008336311,0.01937058,0.013879467,0.039401338,0.17409717,0.6673366,0.8288996,0.00014673684,0.0016778864,0.68940705,0.016836463,0.0797067,6.440161e-05,0.02594985,0.0024335792,0.013930062,0.015593413,0.00072600186,0.044327866,0.087126404,0.060573287,0.11720587,0.12858461,0.052805908,0.001543346,0.063242406,0.053092517,0.0014420392,0.028903263,0.010962603,0.0013474392,0.024565997,0.038310103,0.014020826,0.063788265,0.38695034,0.19451474
0.3990761,0.009438953,0.18542007,0.608358,0.7533712,0.2840668,0.0027739592,0.68382543,0.10382543,0.14093485,0.2306636,0.0025377066,0.25053418,0.11228145,7.711423e-05,0.0004921195,0.126747,0.89335805,0.005409678,0.013168676,0.009410758,0.03189011,0.16098958,0.66112375,0.8228251,6.001857e-05,0.0008490413,0.68190926,0.011799579,0.07309311,2.1134541e-05,0.019530958,0.0013382757,0.009115945,0.011227889,0.0003459044,0.033613022,0.0763562,0.049514428,0.11644936,0.119791046,0.04296419,0.00077518047,0.05208932,0.043683548,0.00074770686,0.020652518,0.007733315,0.00069992704,0.021493653,0.029560952,0.013742049,0.053643487,0.3715343,0.17991565
0.3844121,0.006416549,0.1797922,0.5977358,0.74450517,0.27934158,0.0015741844,0.6741078,0.10123044,0.12973104,0.22945715,0.0013624728,0.24526986,0.09505657,2.9667097e-05,0.0002336088,0.11678778,0.8839083,0.0033420527,0.008612909,0.006292095,0.025025168,0.14699027,0.6512095,0.8104273,2.2862196e-05,0.00039599033,0.6703773,0.0077894,0.07038457,6.300566e-06,0.014422975,0.0007037242,0.005659395,0.007907127,0.00015492564,0.02564381,0.06770977,0.04033376,0.116030395,0.115519896,0.03571413,0.000368017,0.04259127,0.036379274,0.00035792502,0.014489348,0.005557553,0.00034831945,0.018457575,0.022536248,0.013580943,0.045173895,0.34599012,0.16425388
0.36467972,0.0042008166,0.17138845,0.5908201,0.73321927,0.27148265,0.0008479272,0.6637044,0.09834505,0.11562908,0.22487622,0.00069770776,0.23677082,0.08167823,1.0583236e-05,0.00010428092,0.10715077,0.87416863,0.0019547173,0.005456995,0.0040216385,0.01915989,0.13315378,0.6437001,0.8011051,8.078319e-06,0.00016918876,0.6603725,0.00504902,0.067760944,1.7017129e-06,0.010329243,0.00035035345,0.003391091,0.005258801,6.5597575e-05,0.018408949,0.059665836,0.031498004,0.11594549,0.11184263,0.029509176,0.00016396005,0.035114642,0.03009623,0.00016088467,0.009767118,0.0037329285,0.00016302374,0.017066306,0.016724603,0.01414915,0.037366282,0.33366966,0.15133817
0.34783533,0.0026734907,0.16389796,0.58105177,0.72584873,0.26387218,0.00043126883,0.6527192,0.0955374,0.10974547,0.22220045,0.00033755312,0.23374896,0.07026999,3.4844572e-06,4.3762266e-05,0.096053876,0.8649688,0.0010891389,0.0033109782,0.0024847267,0.014490634,0.12149373,0.637068,0.7935549,2.6304776e-06,6.701314e-05,0.6528548,0.0031535847,0.06454177,4.1353883e-07,0.006929779,0.00016538972,0.0019258899,0.003464531,2.5801091e-05,0.012831807,0.05322782,0.02431898,0.116370395,0.10885565,0.023804849,6.8325404e-05,0.029227765,0.026073702,6.735864e-05,0.0064611416,0.0024752019,7.215246e-05,0.015319581,0.012232719,0.014466722,0.029510813,0.31217778,0.13994849
0.33280733,0.0016405901,0.15517928,0.5720143,0.7152811,0.25822747,0.00020799483,0.64174664,0.089930005,0.10231829,0.21813494,0.00015422347,0.23163685,0.06023675,1.0515857e-06,1.7173023e-05,0.08826065,0.8546362,0.0005729202,0.0019533066,0.0014732364,0.010757346,0.11007405,0.62974167,0.78589785,7.84766e-07,2.450127e-05,0.64439464,0.0018818046,0.060681242,8.9798256e-08,0.004490781,7.344611e-05,0.0010297255,0.0021950104,9.458309e-06,0.008551429,0.04846201,0.018151233,0.115807936,0.10441001,0.018577144,2.6545598e-05,0.023241976,0.021519989,2.603792e-05,0.0040770946,0.0015976535,2.9958357e-05,0.01461192,0.0088222185,0.013965805,0.023236481,0.3030343,0.13269001
0.3204439,0.00096555665,0.15039511,0.5636203,0.7061685,0.25291634,9.4463525e-05,0.6353279,0.089182116,0.09791998,0.21934739,6.6193075e-05,0.22712423,0.050222553,2.890771e-07,6.266706e-06,0.07797489,0.84481305,0.00028929845,0.0010950558,0.0008386604,0.007747622,0.098832,0.62301266,0.7767991,2.1305621e-07,8.274097e-06,0.6361891,0.0010816064,0.058700252,1.7280705e-08,0.0027103543,3.0606505e-05,0.0005243096,0.0013278881,3.207302e-06,0.005343082,0.041183345,0.012835341,0.11159262,0.10531246,0.014638812,9.580125e-06,0.019451376,0.018556606,9.3375875e-06,0.0024927885,0.00097433914,1.16062565e-05,0.013099781,0.0061081313,0.013024875,0.017482406,0.29147542,0.12542638
0.3056848,0.0005452316,0.14291225,0.55450565,0.69824,0.24622144,4.039913e-05,0.6239463,0.08728623,0.09216834,0.21588418,2.6624277e-05,0.22181934,0.041937128,7.187604e-08,2.1152016e-06,0.073451184,0.83769333,0.00013725889,0.0005902271,0.00045509211,0.005444285,0.08880715,0.6161437,0.7690228,5.2261978e-08,2.5635973e-06,0.6277712,0.0005926923,0.058675498,2.9207359e-09,0.0015147012,1.1919133e-05,0.0002527625,0.0007756316,9.997932e-07,0.0032097476,0.037363455,0.008860167,0.112867124,0.10007605,0.011167865,3.1946663e-06,0.016250165,0.016660554,3.0885244e-06,0.0014834155,0.00057195313,4.1758994e-06,0.013067082,0.004175741,0.012294984,0.012824363,0.2822005,0.12095913
0.29849455,0.00029467212,0.13555902,0.54650134,0.6906121,0.24279974,1.6149386e-05,0.6158351,0.0855259,0.085636914,0.2131115,9.982956e-06,0.2164492,0.034486953,1.6039362e-08,6.567054e-07,0.066200025,0.82868016,6.140971e-05,0.00030354134,0.00023510511,0.0037148234,0.079267636,0.609962,0.76123977,1.1494194e-08,7.241639e-07,0.6195465,0.00031304575,0.05306611,4.292657e-10,0.0008039106,4.299947e-06,0.00011435854,0.000429629,2.8519688e-07,0.001810971,0.03365223,0.005805183,0.11374942,0.09692521,0.008329548,9.78737e-07,0.013369406,0.014735154,9.3591603e-07,0.00083417154,0.00031223005,1.3855453e-06,0.012740312,0.002676698,0.011223729,0.008971622,0.26867324,0.113102905
0.28811845,0.0001520409,0.13028774,0.5405462,0.67821527,0.23649575,6.010158e-06,0.60692745,0.08150625,0.07941666,0.21333744,3.473188e-06,0.21426219,0.027832143,3.1855705e-09,1.863009e-07,0.064059965,0.820154,2.5757097e-05,0.00014789643,0.000115613526,0.0024668076,0.07012621,0.6022972,0.7529927,2.247174e-09,1.8541269e-07,0.6106589,0.0001561949,0.052838318,5.426102e-11,0.0003937526,1.4362612e-06,4.8532132e-05,0.00022652213,7.3889524e-08,0.00095500535,0.028634276,0.0035667124,0.11029721,0.0912357,0.0059430646,2.7374335e-07,0.010780864,0.012943897,2.5840401e-07,0.00044864794,0.00016343175,4.2255593e-07,0.011845474,0.0016756854,0.011899824,0.0060137776,0.25611153,0.1065652
0.2767662,7.451282e-05,0.12329891,0.53098243,0.6708867,0.2323562,2.0714285e-06,0.59647423,0.08106919,0.075249426,0.2106568,1.114526e-06,0.2089668,0.021783462,5.5801996e-10,4.7968463e-08,0.057394926,0.8092337,1.01161795e-05,6.8300775e-05,5.3744774e-05,0.0015823793,0.06158476,0.59688777,0.74592173,3.8699138e-10,4.2721453e-08,0.6033438,7.396694e-05,0.050333116,5.828675e-12,0.000178586,4.4075773e-07,1.9287008e-05,0.000113791015,1.7247192e-08,0.00047198837,0.025308253,0.0020976313,0.1103959,0.08883586,0.0040968456,6.9415684e-08,0.008558833,0.011672684,6.455368e-08,0.00022944335,8.077825e-05,1.17581195e-07,0.011734098,0.0010059339,0.013143893,0.003851378,0.2469894,0.0981378
0.2673497,3.4611734e-05,0.11518462,0.52317464,0.6623605,0.23028873,6.5772423e-07,0.5852098,0.078099206,0.06860771,0.20677267,3.2786917e-07,0.20751342,0.01682219,8.5365486e-11,1.1126082e-08,0.054816604,0.802346,3.697034e-06,2.9790923e-05,2.3576207e-05,0.0009827532,0.053638924,0.5904235,0.73797774,5.8121744e-11,8.7875325e-09,0.5954287,3.3216955e-05,0.048309527,5.251348e-13,7.605669e-05,1.2344265e-07,7.139726e-06,5.3676664e-05,3.6017977e-09,0.00021867146,0.021410929,0.0011459189,0.1090218,0.0899717,0.0026647516,1.583832e-08,0.0063961498,0.009632622,1.448271e-08,0.00010989377,3.7525e-05,2.9642749e-08,0.011078187,0.00057113165,0.0127601875,0.0023204524,0.24385156,0.0980247
0.259647,1.5165193e-05,0.10918842,0.5171077,0.6547216,0.22384834,1.9127565e-07,0.5767278,0.07832546,0.066595785,0.20549744,8.7848825e-08,0.2028792,0.0127718,1.12829746e-11,2.3060063e-09,0.050050452,0.7939665,1.2510146e-06,1.2202243e-05,9.712486e-06,0.0005880579,0.046313934,0.5842816,0.73041564,7.530523e-12,1.5994661e-09,0.5871454,1.3969654e-05,0.045240358,3.9115487e-14,2.9916931e-05,3.1363335e-08,2.4451008e-06,2.396223e-05,6.663498e-10,9.515208e-05,0.018411672,0.00059677864,0.10360489,0.08755869,0.0016091394,3.2250909e-09,0.0047811535,0.0083760945,2.8952765e-09,5.0099025e-05,1.6477004e-05,6.722852e-09,0.010182932,0.00031359738,0.013187776,0.0013290123,0.23218283,0.09095779
0.24966963,6.243653e-06,0.1043195,0.5108694,0.6464959,0.2203977,5.061081e-08,0.5681881,0.07500584,0.058864787,0.20621325,2.1283663e-08,0.19848678,0.009392927,1.2734667e-12,4.2335482e-10,0.047533933,0.7864431,3.896228e-07,4.6689793e-06,3.7409015e-06,0.0003386401,0.039824262,0.5786879,0.7229114,8.3180397e-13,2.551788e-10,0.5799748,5.508939e-06,0.045550782,2.3711586e-15,1.0880672e-05,7.1743633e-09,7.7158063e-07,1.0018727e-05,1.0823888e-10,3.863089e-05,0.015811402,0.0002927691,0.1036313,0.08661571,0.000919314,5.808766e-10,0.0033372743,0.0066813487,5.110957e-10,2.1409554e-05,6.7874e-06,1.36026e-09,0.009001729,0.0001640951,0.013099108,0.00071833964,0.22474334,0.08930337
0.24259798,2.4039657e-06,0.09836686,0.5047029,0.63871384,0.21602745,1.20957075e-08,0.561496,0.07435044,0.05490747,0.20478342,4.6258e-09,0.19572575,0.0067794966,1.2117827e-13,6.8190134e-11,0.04572026,0.7779049,1.11040464e-07,1.6619738e-06,1.3401173e-06,0.00018721372,0.0336661,0.5722148,0.7152053,7.7323334e-14,3.5313003e-11,0.5723301,2.0231616e-06,0.043799326,1.1497257e-16,3.650808e-06,1.4653674e-09,2.2288604e-07,3.9261377e-06,1.5271843e-11,1.4590246e-05,0.013405141,0.00013498674,0.10344992,0.08389728,0.000497271,9.1650514e-11,0.002343249,0.005715827,7.8903675e-11,8.582263e-06,2.6059222e-06,2.4332766e-10,0.0085089365,8.103466e-05,0.0132723,0.0003696055,0.21495552,0.085678734
0.23690382,8.611719e-07,0.093089,0.49620757,0.6332488,0.2105928,2.590616e-09,0.55453885,0.073115535,0.054723803,0.20395884,8.9429464e-10,0.19523561,0.0047558807,9.586645e-15,9.536724e-12,0.042836897,0.770537,2.875574e-08,5.471954e-07,4.4413622e-07,9.903684e-05,0.02820435,0.56519413,0.70723057,5.9642055e-15,4.1908785e-12,0.563767,6.893205e-07,0.044738714,4.3750302e-18,1.1251276e-06,2.648769e-10,5.8571157e-08,1.432001e-06,1.8509686e-12,5.100425e-06,0.011270358,5.8282814e-05,0.101143986,0.08184306,0.00025046623,1.2534886e-11,0.0015606796,0.0048159836,1.0539898e-11,3.2029077e-06,9.295121e-07,3.811435e-11,0.008247027,3.7942023e-05,0.014371031,0.00017803375,0.2128519,0.08081214
