方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9498911559825546,marginal_loss_price_rt|system_energy_price_rt|gen_fuel_nuclear_mw|gen_fuel_coal_mw|gen_fuel_other_renewables_mw|net_actual_interchange_mw|gen_fuel_nuclear_pct|gen_fuel_wind_mw|marginal_loss_price_da|gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|gen_fuel_multiple_fuels_mw|gross_actual_interchange_mw|gen_fuel_coal_pct|da_as_as_mw_thirty_minutes_reserve|congestion_price_da|da_as_ss_mw_primary_reserve|gen_fuel_solar_mw|gen_fuel_hydro_pct|gross_inadv_interchange_mw|da_as_nsr_mw_primary_reserve|total_pjm_reg_purchases
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9481517855977719,marginal_loss_price_da|prelim_load_avg_hourly|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|gen_fuel_coal_pct|da_as_as_mw_thirty_minutes_reserve|gen_fuel_other_renewables_mw|marginal_loss_price_rt|da_as_as_req_mw_primary_reserve|net_actual_interchange_mw|net_sched_interchange_mw|gen_fuel_coal_mw|gross_actual_interchange_mw|wind_generation_mw|gen_fuel_nuclear_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_synchronized_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_ss_mw_primary_reserve|total_gen
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9470533055956845,gen_fuel_coal_mw|marginal_loss_price_da|gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_wind_mw|gross_actual_interchange_mw|net_sched_interchange_mw|net_actual_interchange_mw|da_as_as_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gross_inadv_interchange_mw|gen_fuel_multiple_fuels_pct|prelim_load_avg_hourly|da_as_mcp_synchronized_reserve|marginal_loss_price_rt|gen_fuel_coal_pct|gen_fuel_gas_pct|metered_load_mw|total_gen|gen_fuel_multiple_fuels_mw|solar_generation_mw
XGBoost,树模型特征重要性（2016）,0.9475421873576553,gen_fuel_coal_mw|metered_load_mw|prelim_load_avg_hourly|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|marginal_loss_price_da|gen_fuel_wind_mw|marginal_loss_price_rt|gen_fuel_wind_pct|wind_generation_mw|net_sched_interchange_mw|forecast_load_mw_latest_available|da_as_as_req_mw_primary_reserve|net_actual_interchange_mw|gen_fuel_coal_pct|da_as_as_mw_thirty_minutes_reserve|gen_fuel_oil_mw|gen_fuel_solar_pct|da_as_mcp_synchronized_reserve|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_multiple_fuels_mw
Lasso,线性稀疏（1996）,0.9434027257219758,total_pjm_rt_load_mwh|total_gen|gen_fuel_coal_mw|prelim_load_avg_hourly|net_actual_interchange_mw|gen_fuel_coal_pct|marginal_loss_price_rt|system_energy_price_rt|solar_generation_mw|forecast_load_mw_latest_available|gen_fuel_wind_pct|gen_fuel_gas_mw|gen_fuel_multiple_fuels_mw|gen_fuel_wind_mw|wind_generation_mw|da_as_mcp_synchronized_reserve|marginal_loss_price_da|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|da_as_as_req_mw_primary_reserve|gen_fuel_solar_pct|gen_fuel_hydro_pct
Pearson,相关系数排序（只看两两关系）,0.9146157437558748,gen_fuel_coal_mw|prelim_load_avg_hourly|metered_load_mw|gen_fuel_coal_pct|forecast_load_mw_latest_available|total_pjm_rt_load_mwh|total_gen|gen_fuel_nuclear_mw|marginal_loss_price_da|gross_inadv_interchange_mw|gen_fuel_nuclear_pct|gen_fuel_gas_mw|gross_actual_interchange_mw|total_lmp_da|system_energy_price_da|gen_fuel_other_renewables_pct|marginal_loss_price_rt|gen_fuel_oil_mw|da_as_as_mw_primary_reserve|gen_fuel_oil_pct|total_lmp_rt|system_energy_price_rt
