index,role,name
0,center,congestion_price_rt
1,feature,marginal_loss_price_rt
2,feature,gen_fuel_oil_pct
3,feature,marginal_loss_price_da
4,feature,gen_fuel_nuclear_pct
5,feature,gen_fuel_multiple_fuels_pct
6,feature,gen_fuel_storage_mw
7,feature,total_lmp_rt
8,feature,system_energy_price_rt
9,feature,system_energy_price_da
10,feature,total_lmp_da
11,feature,gen_fuel_oil_mw
12,feature,gen_fuel_multiple_fuels_mw
13,feature,prelim_load_avg_hourly
14,feature,metered_load_mw
15,feature,forecast_load_mw_latest_available
16,feature,gen_fuel_gas_mw
17,feature,total_gen
18,feature,forecast_load_mw_day_ahead
19,feature,gen_fuel_other_renewables_pct
20,feature,gen_fuel_coal_mw
21,feature,da_as_total_mw_thirty_minutes_reserve
22,feature,total_losses
23,feature,da_as_mcp_synchronized_reserve
24,feature,gross_inadv_interchange_mw
25,feature,gen_fuel_coal_pct
26,feature,da_as_mcp_primary_reserve
27,feature,gen_fuel_hydro_mw
28,feature,gen_fuel_gas_pct
29,feature,congestion_price_da
30,feature,gross_actual_interchange_mw
31,feature,net_sched_interchange_mw
32,feature,net_actual_interchange_mw
33,feature,gen_fuel_hydro_pct
34,feature,gen_fuel_nuclear_mw
35,feature,gen_fuel_wind_pct
36,feature,da_as_as_req_mw_synchronized_reserve
37,feature,gross_sched_interchange_mw
38,feature,da_as_nsr_mw_primary_reserve
